"Genus","Family","Order","Class","Phylum","Domain","global_relative_abundance","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOCU_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","FSA","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SCP","SEV","SFA","UHC","BLM_BOGR","BLM_SCSC","BNP_BOER","BNP_BOGR","CAD_ANGE","CAD_BOGR","CAD_BUDA","CAD_SCSC","CNF_BOER","CNF_BOGR","CNF_SCSC","CPR_BOER","CPR_BOGR_E","DMT_BOER","DMT_BOGR","DMT_SCSC","FCP_BOGR","FCP_BUDA","FCP_SCSC","FMT_BOER","FMT_BOGR","FSA_SCSC","GMT_BOER","GMT_BOGR","GNF_BOGR","GNF_SCSC","HAR_ANGE","HAR_BOCU_E","HAR_BOGR","HAR_BOGR_E","HAR_BUDA","HAR_BUDA_E","HAR_SCSC","HAR_SCSC_E","HPG_BOGR","HPG_BUDA","KAE_ANGE","KAE_BUDA","KAE_SCSC","KNZ_ANGE","KNZ_ANGE_E","KNZ_BOCU_E","KNZ_BOGR","KNZ_BUDA","KNZ_SCSC","KNZ_SCSC_E","LAR_ANGE","LAR_BOGR","LAR_SCSC","LBJ_ANGE","LBJ_BUDA","LBJ_SCSC","NWP_ANGE","NWP_SCSC","ONF_ANGE","ONF_SCSC","RNF_BOGR","SCP_ANGE","SCP_BOGR","SCP_SCSC","SEV_BOER","SEV_BOER_E_A","SEV_BOER_E_B","SEV_BOGR","SEV_BOGR_E_A","SFA_SCSC","UHC_ANGE","UHC_SCSC"
"Solicoccozyma","Piskurozymaceae","Filobasidiales","Tremellomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0.002,0,0.003,0,0.001,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Taphrina","Taphrinaceae","Taphrinales","Taphrinomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thysanorea","Herpotrichiellaceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.006,0,0,0,0,0,0,0,0.022,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0
"uncl_Lichenostigmatales","uncl_Lichenostigmatales","Lichenostigmatales","Arthoniomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Thelephoraceae","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Fungi",0.082,0,0,0.159,0.002,0,0.006,0.024,0.173,0,0,0,0.627,0,0.206,0,0,0.212,0,0.103,0.001,0,0.055,0,0,0.012,0.024,1.156,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,1.463,0,0,0.002,0,0.574,0,0,0,0,0,0.212,0,0,0.82,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0.145,0.001,0,0,0,0,0,0.001,0,0,0,0.001,0,0.034,0,0,0.047,1.87,0.561,0,0,0,0,0,0,0,0,0,0,0,0
"Aquilomyces","Morosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exophiala","Herpotrichiellaceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.001,0,0,0,0,0,0,0,0.003,0.001,0,0,0.013,0,0.004,0,0,0,0,0,0.001,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.004,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tricholoma","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curvibasidium","Microbotryomycetes_fam_Incertae_sedis","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes","Basidiomycota","Fungi",0.002,0,0,0.009,0,0,0,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0,0,0.012,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suillus","Suillaceae","Boletales","Agaricomycetes","Basidiomycota","Fungi",0.009,0,0,0.048,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568,0.011,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Peniophoraceae","Peniophoraceae","Russulales","Agaricomycetes","Basidiomycota","Fungi",0.005,0,0,0,0,0,0,0.001,0.016,0,0,0.001,0.097,0,0,0.001,0,0,0,0,0,0.001,0.001,0,0,0.002,0.005,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0.227,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0.002,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.005,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003
"Rhodotorula","Sporidiobolaceae","Sporidiobolales","Microbotryomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetraploa","Tetraplosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.031,0,0,0.011,0.001,0,0,0.004,0.102,0,0,0,0.019,0,0.351,0.025,0,0,0,0,0.009,0,0.001,0.044,0.125,0.008,0.043,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0.982,0,0.001,0.063,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0.001,0.062,0.01,0,0,0.002,0,0.002,0,0,0,0.001,0.009,0.316,0,0.105,0.004,0.195,0.001,0.018,0.004,0.003,0.082,0,0,0,0,0,0,0,0,0,0,0,0.016,0.001,0
"Pustularia","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Lentitheciaceae","Lentitheciaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.001,0.001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.006,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0
"Capronia","Herpotrichiellaceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.001,0,0,0.002,0,0,0,0.002,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0.01,0.004,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.013,0,0.012,0,0.011,0,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0
"Dirkmeia","Ustilaginaceae","Ustilaginales","Ustilaginomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paradevriesia","Paradevriesiaceae","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0.002,0,0,0,0.002,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0.12,0,0,0,0,0,0.002,0,0,0,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Microbotryomycetes","uncl_Microbotryomycetes","uncl_Microbotryomycetes","Microbotryomycetes","Basidiomycota","Fungi",0.003,0.001,0.001,0,0.001,0.014,0,0,0.003,0,0,0,0.001,0.09,0,0,0,0,0,0,0.001,0,0,0,0.016,0,0,0.001,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0.003,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.004,0.036,0,0,0,0,0,0.001,0.001,0,0.02,0,0,0.005,0,0,0,0.001,0,0,0
"Pulvinula","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.002,0.001,0,0.001,0,0.001,0.011,0,0,0,0,0.001,0.001,0,0,0,0.085,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0.002,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0
"Arcopilus","Chaetomiaceae","Sordariales","Sordariomycetes","Ascomycota","Fungi",0.018,0,0,0.092,0,0,0,0,0.005,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.013,0,0,0,0,0,0,0,0,0,0,0.001,0
"Chlorophyllum","Agaricaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Stereaceae","Stereaceae","Russulales","Agaricomycetes","Basidiomycota","Fungi",0.017,0,0,0,0,0.096,0,0,0.003,0,0,0,0,0.636,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geastrum","Geastraceae","Geastrales","Agaricomycetes","Basidiomycota","Fungi",0.125,0.008,1.163,0.08,0.002,0.184,0.149,0.074,0.146,0.83,0.001,0.001,0,0.586,0.006,0.175,0.576,0.006,0,0,0.003,0,0.209,0,0.139,0.002,0.004,0.379,0,0,0.357,0,0,0.036,1.695,0.001,0,0,0,0,0.004,0,0,0,0.853,0,0,0,0.018,0.006,0,0.444,0.89,0,0.006,0,0.001,0,0,0.005,0.002,0.008,0.003,0.009,0,0.001,0,0,0,0.002,0.544,0.018,0,0.002,0,0,0,0,0,0.324,0.032,0,0.003,0.002,0.002,0.001,0.007,0.535,0.25,0,0,0,0,0.032,0,0,6.195,0.002,0,0,0
"uncl_Agaricostilbales","uncl_Agaricostilbales","Agaricostilbales","Agaricostilbomycetes","Basidiomycota","Fungi",0.004,0,0,0.004,0.001,0,0.005,0.013,0.002,0,0,0.001,0,0.002,0,0.008,0,0,0,0,0.007,0,0,0.012,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0,0,0.012,0.007,0,0,0,0,0,0,0,0,0,0,0.03,0.001,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0.093,0,0,0.04,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sparassis","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi",0.044,0,0,0.195,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.484,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.325,0,0,0,0,0,0,0,0,1.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,0
"uncl_Entrophosporales","uncl_Entrophosporales","Entrophosporales","Glomeromycetes","Glomeromycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucosporidium","Leucosporidiaceae","Leucosporidiales","Microbotryomycetes","Basidiomycota","Fungi",0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Coniochaetaceae","Coniochaetaceae","Coniochaetales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Venturiaceae","Venturiaceae","Venturiales","Dothideomycetes","Ascomycota","Fungi",0.007,0,0,0.009,0,0,0.026,0.003,0.001,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0.011,0,0,0,0.001,0,0.05,0.572,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.105,0.004,0.572,0,0,0,0,0,0,0,0,0,0,0
"Geminibasidium","Geminibasidiaceae","Geminibasidiales","Geminibasidiomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Schizoparmaceae","Schizoparmaceae","Diaporthales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
"uncl_Violaceomycetales","uncl_Violaceomycetales","Violaceomycetales","Ustilaginomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Pluteaceae","Pluteaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.002,0,0,0,0,0.008,0.001,0.001,0,0,0,0.002,0,0,0.027,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Sympoventuriaceae","Sympoventuriaceae","Venturiales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.001,0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Sebacinales","uncl_Sebacinales","Sebacinales","Agaricomycetes","Basidiomycota","Fungi",0.251,0,0,0.499,0.025,0.037,0.164,0.221,0.323,0.06,0.011,0.576,0.026,0.167,0.143,0.896,0.002,1.065,0.105,0.005,0.179,0,0.032,0.115,0.976,0.332,0.307,0.126,0,0.484,0,1.918,0.631,0.115,0,0.006,0.024,1.273,0.014,0,0.893,0,0,0.062,0,0.534,0.208,0.232,0.013,0.919,0.726,1.072,0,0.007,1.065,0.115,0.092,0,0.006,0.026,0.025,0.091,0.122,0.673,0.234,0.288,0.086,0,0,0,0.002,0.109,0.281,0.18,0.026,0.032,0.01,0.025,0.12,0.975,1.048,0.947,0.727,0.164,0.12,0.61,0.005,0.02,0.215,0,0,0.825,0.386,0,0,0,0,0,1.918,1.163,0.148
"uncl_Mortierellomycota","uncl_Mortierellomycota","uncl_Mortierellomycota","uncl_Mortierellomycota","Mortierellomycota","Fungi",0.007,0.121,0,0,0,0.043,0,0,0.001,0,0,0,0,0.002,0.005,0,0,0,0,0,0,0,0,0,0,0.001,0.008,0,0,0,0.084,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,0,0.005,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.017,0,0,0,0,0,0,0.326,0.192,0,0,0,0,0,0
"Coprinus","Agaricaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.007,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004
"Psathyrella","Psathyrellaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.225,0,0,0.577,0,0.002,0.376,0.262,0.034,0.165,0,0.261,0.001,0.013,0.002,0.012,0.013,0,0,0.268,0.734,2.062,0,0.006,0.991,0.078,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0.867,0.004,0,0,0.002,0.019,0,0,0.01,0,0,0.01,0.021,0,0.038,0,0,0,0,0.306,4.49,0,2.493,0.348,0,0,0,0,5.135,0.944,0,0.001,0,0,0.001,0,0.057,0,0,0,1.931,1.115,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporobolomyces","Sporidiobolaceae","Sporidiobolales","Microbotryomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agaricus","Agaricaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.027,0.273,0.001,0,0,0.095,0.055,0,0.001,0,0,0,0,0.437,0.004,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.191,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,1.394,0,0,0.011,0,0,0,0,0.013,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,1.12,0,0,0,0.002,0,0,0
"Lectera","Plectosphaerellaceae","Glomerellales","Sordariomycetes","Ascomycota","Fungi",0.001,0,0,0.001,0,0,0.003,0,0.001,0,0,0,0,0,0,0,0.027,0,0,0,0.001,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0.01,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.001,0.012,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phaeosphaeriopsis","Phaeosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aquapteridospora","Sordariomycetes_fam_Incertae_sedis","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0
"Botryobasidium","Botryobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0
"Mytilinidion","Mytilinidiaceae","Mytilinidiales","Dothideomycetes","Ascomycota","Fungi",0.001,0,0,0.005,0,0,0,0,0.001,0,0,0,0,0,0.003,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.001,0,0,0,0,0,0,0,0,0,0,0,0
