OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU23939,3,2.98,3,3,NS
OTU6227,14,13.51,11,15.525,NS
OTU11915,6,5.7,5,6,NS
OTU13263,3,3.89,3,4,NS
OTU11146,8,8.28,6.475,9,NS
OTU9293,6,7.31,6,8,NS
OTU54168,2,1.97,1.475,2,NS
OTU17398,9,10.38,8,12,NS
OTU29806,3,2.92,2,3,NS
OTU33228,2,1.97,1.475,2,NS
OTU27232,2,1.99,2,2,NS
OTU73934,2,1.99,2,2,NS
OTU88702,80,128.37,115.475,139.525,Specialists
OTU3843,15,18.79,15.475,22,Specialists
OTU43280,34,50.12,44.475,57,Specialists
OTU26473,4,3.81,3,4,NS
OTU6148,11,14.75,12,18,Specialists
OTU30923,4,3.8,3,4,NS
OTU31009,2,1.93,1,2,NS
OTU39705,5,4.73,4,5,NS
OTU70069,7,6.42,5,7,NS
OTU12299,4,4.72,3,5,NS
OTU18738,2,1.94,1,2,NS
OTU11327,15,21.67,18,25,Specialists
OTU59479,5,4.75,4,5,NS
OTU11611,7,6.4,5,7,NS
OTU21030,13,17.27,13.475,20,Specialists
OTU14913,17,15.58,13,18,NS
OTU40533,2,1.99,2,2,NS
OTU39125,4,3.89,3,4,NS
OTU6522,6,5.58,4,6,NS
OTU23242,13,28.21,24,32.525,Specialists
OTU13128,3,2.94,2,3,NS
OTU47615,2,1.95,1,2,NS
OTU11948,3,3.82,3,4,NS
OTU21135,11,11.22,9.475,13,NS
OTU96969,4,4.71,3.475,5,NS
OTU11689,6,6.37,5,7,NS
OTU30864,8,11.39,9.475,13,Specialists
OTU6778,9,9.75,8,11,NS
OTU98043,1,1.95,1,2,NS
OTU12880,11,15.33,13,18,Specialists
OTU13560,5,4.78,4,5,NS
OTU4748,19,17.49,14,20,NS
OTU7870,15,17.39,14,20,NS
OTU26916,5,4.74,4,5,NS
OTU10873,1,2.95,2,3,Specialists
OTU13140,6,8.94,7,10,Specialists
OTU26946,4,4.74,4,5,NS
OTU47003,2,2.96,2,3,NS
OTU3250,19,41.25,34.475,46,Specialists
OTU14010,3,4.72,4,5,Specialists
OTU19481,3,2.9,2,3,NS
OTU27191,3,2.94,2,3,NS
OTU38481,7,6.54,5,7,NS
OTU31146,6,5.53,4,6,NS
OTU35486,3,2.89,2,3,NS
OTU24971,2,1.98,2,2,NS
OTU25197,2,2.93,2,3,NS
OTU18600,6,5.57,4,6,NS
OTU1166,29,56.33,49,63.525,Specialists
OTU26382,3,2.93,2,3,NS
OTU91085,2,1.94,1,2,NS
OTU48960,2,1.97,1.475,2,NS
OTU54144,4,3.77,3,4,NS
OTU16416,2,1.96,1,2,NS
OTU26593,2,1.97,1.475,2,NS
OTU9673,6,7.34,6,8,NS
OTU10576,13,17.4,15,21,Specialists
OTU39223,5,4.73,3,5,NS
OTU24221,4,3.86,3,4,NS
OTU13514,12,42.63,37,48.525,Specialists
OTU42033,2,2.88,2,3,NS
OTU1014,106,110.19,99.475,121,NS
OTU11366,19,16.2,13,19,NS
OTU6285,2,7.32,6,8,Specialists
OTU13677,1,1.97,1.475,2,Specialists
OTU74103,1,1.97,1.475,2,Specialists
OTU12026,11,11.36,9,13,NS
OTU8375,5,8.12,6,9,Specialists
OTU11921,16,14.79,12,17,NS
OTU34369,9,8.16,7,9,NS
OTU26088,1,1.99,2,2,Specialists
OTU17827,4,3.85,3,4,NS
OTU23422,4,3.84,3,4,NS
OTU30730,2,2.87,2,3,NS
OTU27198,2,1.97,1.475,2,NS
OTU52473,16,14.02,11,17,NS
OTU6695,15,29.83,24,34.525,Specialists
OTU36744,11,15.45,13,18,Specialists
OTU25968,3,2.93,2,3,NS
OTU11305,6,5.58,4,6,NS
OTU2877,2,16.05,13,18.525,Specialists
OTU8237,6,9.03,7,10,Specialists
OTU7454,2,2,2,2,NS
OTU9372,7,17.95,14,21,Specialists
OTU20954,3,2.92,2,3,NS
OTU23392,5,4.72,3.475,5,NS
OTU1837,16,49.27,44,56.05,Specialists
OTU10946,9,8.95,7,10,NS
OTU54892,2,1.97,1.475,2,NS
OTU12373,8,7.28,6,8,NS
OTU19422,10,8.7,7,10,NS
OTU2596,13,29.83,25.475,34,Specialists
OTU5915,14,14.85,12.475,17,NS
OTU31203,2,1.97,1.475,2,NS
OTU57280,7,17.09,14,20,Specialists
OTU3022,53,42.42,37,49,Generalists
OTU17120,3,3.86,3,4,NS
OTU91136,2,2,2,2,NS
OTU24565,3,3.88,3,4,NS
OTU98444,2,1.94,1,2,NS
OTU5614,11,10.53,8,12,NS
OTU99891,2,1.99,2,2,NS
OTU11891,5,8.77,7,10,Specialists
OTU22245,3,2.92,2,3,NS
OTU11252,2,1.97,1.475,2,NS
OTU3050,22,32.63,27,37,Specialists
OTU33602,8,8.1,6,9,NS
OTU15854,4,3.85,3,4,NS
OTU7877,17,18.18,14.475,21,NS
OTU2835,64,70.47,61.475,79,NS
OTU12174,2,2.9,2,3,NS
OTU6597,14,20.41,17,24,Specialists
OTU21052,2,1.94,1,2,NS
OTU72149,3,2.93,2,3,NS
OTU11159,8,12.02,10,14,Specialists
OTU14545,2,1.98,2,2,NS
OTU10720,18,27.16,22.475,31.525,Specialists
OTU47377,1,1.98,2,2,Specialists
OTU15464,5,4.72,4,5,NS
OTU9518,4,13.92,11,16,Specialists
OTU36377,4,5.6,4.475,6,Specialists
OTU16735,3,2.92,2,3,NS
OTU37445,2,1.95,1,2,NS
OTU43120,2,4.73,3.475,5,Specialists
OTU16307,2,1.96,1,2,NS
OTU87566,5,4.73,3.475,5,NS
OTU15866,9,8.1,6,9,NS
OTU21975,13,11.02,9,13,NS
OTU3334,24,25.7,21,30.525,NS
OTU31160,6,5.53,4,6,NS
OTU39519,10,8.84,7,10,NS
OTU30457,7,6.48,5,7,NS
OTU9864,9,8.24,7,9,NS
OTU29069,3,3.8,3,4,NS
OTU4797,9,41.55,35,47.525,Specialists
OTU43834,3,2.86,2,3,NS
OTU9793,7,8.1,6.475,9,NS
OTU13187,8,7.19,5,8,NS
OTU10699,3,2.93,2,3,NS
OTU46629,3,6.49,5,7,Specialists
OTU14527,5,4.71,3,5,NS
OTU29290,11,10.36,8,12,NS
OTU26918,5,4.79,3.475,5,NS
OTU1496,72,60.77,52.475,70.525,Generalists
OTU1498,34,43.91,38,50,Specialists
OTU16316,3,2.91,2,3,NS
OTU17501,4,8.01,6,9,Specialists
OTU25521,1,1.95,1,2,NS
OTU51291,8,8.22,6,9,NS
OTU16106,3,2.93,2,3,NS
OTU9650,3,3.86,3,4,NS
OTU20576,2,1.98,2,2,NS
OTU8586,85,71.75,64,79,Generalists
OTU31337,3,2.89,2,3,NS
OTU11877,10,9.74,8,11,NS
OTU84679,4,3.86,3,4,NS
OTU17680,4,4.8,4,5,NS
OTU9462,10,11.18,8.475,13,NS
OTU13999,5,4.78,4,5,NS
OTU16050,7,8.11,6.475,9,NS
OTU7758,9,8.11,7,9,NS
OTU47844,3,2.91,2,3,NS
OTU6198,12,14.7,12,18,NS
OTU18486,2,1.98,2,2,NS
OTU9031,12,11.33,9.475,13,NS
OTU45035,7,9.87,8,11,Specialists
OTU28941,6,6.43,5,7,NS
OTU18363,4,3.81,3,4,NS
OTU10459,9,8.81,7,10,NS
OTU71568,2,1.92,1,2,NS
OTU61117,5,9.69,7,11,Specialists
OTU12294,6,5.58,4,6,NS
OTU68848,4,8.15,7,9,Specialists
OTU21413,2,1.98,2,2,NS
OTU5890,16,13.44,11,16,NS
OTU33105,7,6.41,5,7,NS
OTU18548,4,3.85,3,4,NS
OTU31717,3,2.92,2,3,NS
OTU14825,28,44.3,38,48,Specialists
OTU10091,10,11.17,9,13,NS
OTU6947,15,25.67,21.95,29.525,Specialists
OTU2675,36,47.4,39.475,55,Specialists
OTU4129,13,32.66,27.475,37,Specialists
OTU2371,20,49.6,43,56.525,Specialists
OTU31493,3,2.94,2,3,NS
OTU44968,2,1.98,2,2,NS
OTU8663,11,11.28,9.475,13,NS
OTU16748,3,3.8,3,4,NS
OTU16997,2,1.97,1.475,2,NS
OTU6712,9,14.26,11.475,16,Specialists
OTU61178,4,6.51,5,7,Specialists
OTU26355,2,1.99,2,2,NS
OTU4764,14,16.67,14,19,NS
OTU22213,2,1.98,2,2,NS
OTU9782,25,42.71,37,49,Specialists
OTU21848,2,1.95,1,2,NS
OTU11867,8,8.19,7,9,NS
OTU10330,4,5.69,4,6,NS
OTU3046,18,43.59,37.475,49,Specialists
OTU1340,52,62.85,55.475,70,Specialists
OTU1651,20,41.41,36,48,Specialists
OTU11231,7,7.39,6,8,NS
OTU28813,3,2.93,2,3,NS
OTU19467,19,26.98,23,31,Specialists
OTU5160,18,30.88,25.475,36,Specialists
OTU29419,47,49.8,43,55.525,NS
OTU66728,2,1.97,1.475,2,NS
OTU46864,11,14.5,12,17.525,Specialists
OTU45313,2,1.98,2,2,NS
OTU16539,35,36.8,30.95,42.525,NS
OTU9137,5,4.76,4,5,NS
OTU25672,22,30.97,27,36,Specialists
OTU3824,17,31.06,26,35.525,Specialists
OTU4244,23,22.54,19,26,NS
OTU17687,18,19.42,16,22.525,NS
OTU8548,22,19.55,16,23,NS
OTU38472,3,2.91,2,3,NS
OTU29096,17,46.85,39,53.525,Specialists
OTU2020,35,33.68,29,38,NS
OTU14290,4,4.75,4,5,NS
OTU6047,11,31.37,26.475,37,Specialists
OTU45634,4,4.71,3.475,5,NS
OTU53197,2,1.98,2,2,NS
OTU44694,2,1.97,1.475,2,NS
OTU4900,3,11.73,9.475,14,Specialists
OTU7616,11,10.99,9,13,NS
OTU18216,4,8.97,7,10,Specialists
OTU22185,8,8.82,7,10,NS
OTU16230,2,1.98,2,2,NS
OTU27643,2,1.97,1.475,2,NS
OTU17242,7,6.46,5,7,NS
OTU14810,7,9.76,8,11,Specialists
OTU2703,11,23.55,19,27,Specialists
OTU10536,2,1.97,1.475,2,NS
OTU10165,13,12.52,10,15,NS
OTU5562,18,20.59,17.475,24,NS
OTU84979,1,1.98,2,2,Specialists
OTU4334,55,41.45,36,47.525,Generalists
OTU11936,32,28.54,24.475,33,NS
OTU40151,2,3.79,3,4,Specialists
OTU55833,3,4.79,4,5,Specialists
OTU15855,3,2.93,2,3,NS
OTU8806,8,8.09,6,9,NS
OTU2096,48,56.4,48.475,64.525,Specialists
OTU8177,9,10.43,8,12,NS
OTU17729,2,1.98,2,2,NS
OTU34046,3,2.97,2.475,3,NS
OTU13680,2,1.99,2,2,NS
OTU46697,2,1.98,2,2,NS
OTU38258,3,2.95,2,3,NS
OTU25742,3,2.93,2,3,NS
OTU13087,15,12.62,10,14.525,Generalists
OTU22664,6,5.6,4,6,NS
OTU39165,5,6.4,5,7,NS
OTU5226,10,44.21,39.475,51,Specialists
OTU39793,1,1.98,2,2,Specialists
OTU23224,2,1.96,1,2,NS
OTU1628,13,42.05,38,48.525,Specialists
OTU1822,20,58.92,51.475,68,Specialists
OTU67418,3,2.94,2,3,NS
OTU72595,3,4.74,4,5,Specialists
OTU33309,15,46.13,40.475,52,Specialists
OTU17674,10,11.28,9,13,NS
OTU54297,3,3.8,3,4,NS
OTU43233,3,2.95,2,3,NS
OTU31982,3,2.96,2,3,NS
OTU33612,2,1.98,2,2,NS
OTU94480,2,1.99,2,2,NS
OTU40572,3,2.92,2,3,NS
OTU20674,3,2.92,2,3,NS
OTU42697,3,2.93,2,3,NS
OTU93083,28,32.6,27,38,NS
OTU20047,3,2.92,2,3,NS
OTU12552,10,13.32,10.475,16,Specialists
OTU60052,2,1.99,2,2,NS
OTU30375,2,1.99,2,2,NS
OTU16575,19,15.64,13,18,Generalists
OTU96141,2,1.96,1,2,NS
OTU4877,51,43.72,38,49.525,Generalists
OTU8445,6,6.54,5,7,NS
OTU38031,5,5.59,4,6,NS
OTU67671,2,1.99,2,2,NS
OTU8892,10,11.79,10,14,NS
OTU81041,5,6.47,5,7,NS
OTU54708,2,1.99,2,2,NS
OTU1969,22,78.43,69,86.525,Specialists
OTU1460,25,87.76,77.95,97,Specialists
OTU20847,8,9.69,7.475,11,NS
OTU7775,13,18.65,15,22,Specialists
OTU18087,60,67.18,60,75,NS
OTU83782,4,3.9,3,4,NS
OTU9049,4,3.87,3,4,NS
OTU21904,7,6.54,5,7,NS
OTU7757,14,13.19,11,15,NS
OTU6201,10,8.86,7,10,NS
OTU1534,66,107.72,99,116.525,Specialists
OTU23074,9,11.07,9,13,NS
OTU67729,5,4.69,4,5,NS
OTU15128,1,1.99,2,2,Specialists
OTU60629,3,2.9,2,3,NS
OTU9751,15,12.57,10.475,15,NS
OTU38290,2,2.94,2,3,NS
OTU5976,26,41.66,36.475,48.525,Specialists
OTU19715,4,3.84,3,4,NS
OTU11503,1,2.91,2,3,Specialists
OTU8389,5,10.57,8,12,Specialists
OTU16002,7,6.32,5,7,NS
OTU29792,27,49.19,43,56,Specialists
OTU4136,26,68.83,60.475,76,Specialists
OTU19563,3,2.94,2,3,NS
OTU24019,3,2.93,2,3,NS
OTU9836,7,6.55,5,7,NS
OTU21087,3,6.43,5,7,Specialists
OTU11779,5,5.66,5,6,NS
OTU13545,3,3.78,3,4,NS
OTU2524,19,106.03,95,116.525,Specialists
OTU21114,2,4.73,3,5,Specialists
OTU3026,13,18.98,16,22,Specialists
OTU17916,3,2.86,2,3,NS
OTU43026,7,7.26,5.475,8,NS
OTU14427,15,16.28,13,19.525,NS
OTU21826,4,3.87,3,4,NS
OTU15746,2,1.99,2,2,NS
OTU16182,20,16.23,13,19,Generalists
OTU26023,4,3.81,3,4,NS
OTU7966,42,33.46,28.475,38,Generalists
OTU3392,31,53.18,47,61,Specialists
OTU21589,2,2.92,2,3,NS
OTU29544,7,10.64,9,12,Specialists
OTU11570,39,57.22,50,65.525,Specialists
OTU42767,1,2.94,2,3,Specialists
OTU97982,9,9.51,7,11,NS
OTU11354,8,7.44,6,8,NS
OTU9502,8,8.09,6.475,9,NS
OTU16828,4,3.88,3,4,NS
OTU9349,4,8.08,7,9,Specialists
OTU13900,4,4.74,4,5,NS
OTU44515,14,13.4,11,16,NS
OTU73146,2,1.99,2,2,NS
OTU18442,8,7.31,5.475,8,NS
OTU17175,3,2.95,2,3,NS
OTU95835,1,1.97,1.475,2,Specialists
OTU13435,5,4.79,4,5,NS
OTU29517,4,3.78,3,4,NS
OTU61213,16,21.32,18,25,Specialists
OTU19208,5,4.71,4,5,NS
OTU24253,7,15.77,13,18,Specialists
OTU11233,4,3.83,3,4,NS
OTU12265,3,2.92,2,3,NS
OTU87598,4,3.8,3,4,NS
OTU23179,2,1.97,1.475,2,NS
OTU3204,44,38.69,31,45,NS
OTU2284,71,54.56,47,63.05,Generalists
OTU21836,7,7.28,6,8,NS
OTU13579,5,4.74,4,5,NS
OTU29218,2,1.97,1.475,2,NS
OTU17109,4,4.69,4,5,NS
OTU33557,9,8.98,7,10,NS
OTU17362,7,11.83,9,14,Specialists
OTU5534,2,9.69,8,11,Specialists
OTU2231,19,25.08,20.475,29,Specialists
OTU49611,3,2.95,2,3,NS
OTU29648,2,1.94,1,2,NS
OTU22110,2,1.97,1.475,2,NS
OTU4204,13,17.92,15,21,Specialists
OTU16296,13,11.85,9,14,NS
OTU24293,3,3.84,2,4,NS
OTU46796,5,4.81,3.475,5,NS
OTU21356,1,1.97,1.475,2,Specialists
OTU10109,3,4.79,4,5,Specialists
OTU68683,12,16.68,13,20,Specialists
OTU13052,11,9.93,8,11,NS
OTU3904,49,40.14,34,46.525,Generalists
OTU25116,2,1.96,1,2,NS
OTU22892,3,2.97,3,3,NS
OTU1510,37,42.76,37,49,NS
OTU1977,5,8.76,7,10,Specialists
OTU20071,5,4.71,4,5,NS
OTU5748,10,12.17,10,14,NS
OTU15541,112,128.41,118.475,140,Specialists
OTU1394,42,36.7,31.475,43,NS
OTU17481,7,6.5,5,7,NS
OTU8309,7,14.72,12,17,Specialists
OTU46732,6,8.99,7,10,Specialists
OTU3375,10,19.23,16,22,Specialists
OTU8215,15,16.23,13,19,NS
OTU96880,2,2,2,2,NS
OTU41892,4,4.74,3.475,5,NS
OTU16951,5,5.59,4.475,6,NS
OTU7294,35,32.76,28,38,NS
OTU43677,3,2.9,2,3,NS
OTU12520,6,5.59,4.475,6,NS
OTU29641,4,3.84,3,4,NS
OTU25174,9,8.25,7,9,NS
OTU31449,3,2.92,2,3,NS
OTU4815,12,18.75,15.475,21.525,Specialists
OTU19697,12,13.51,11,16,NS
OTU36251,7,6.55,5,7,NS
OTU18438,17,28.42,24,32,Specialists
OTU50020,2,1.98,2,2,NS
OTU2226,61,61.72,54.475,69,NS
OTU39757,1,1.95,1,2,NS
OTU28663,9,8.14,6,9,NS
OTU518,47,95.08,84.475,105,Specialists
OTU41687,4,3.89,3,4,NS
OTU35749,6,5.58,4,6,NS
OTU34508,10,9.7,8,11,NS
OTU31726,8,8.2,6,9,NS
OTU49236,3,2.92,2,3,NS
OTU12706,3,2.87,2,3,NS
OTU17182,2,2,2,2,NS
OTU3378,12,17.94,15.475,21,Specialists
OTU10858,10,9.79,8,11,NS
OTU41460,10,16.9,14,20,Specialists
OTU28523,3,2.95,2,3,NS
OTU9764,9,8.28,7,9,NS
OTU7620,17,17.3,14.475,21,NS
OTU4773,13,16.26,12,19,NS
OTU18256,3,3.8,3,4,NS
OTU30175,2,1.95,1,2,NS
OTU4505,12,46.12,40,52,Specialists
OTU19480,3,2.89,2,3,NS
OTU71702,3,2.87,2,3,NS
OTU16328,3,2.9,2,3,NS
OTU1073,51,58.82,52,67.525,Specialists
OTU23534,5,5.59,5,6,NS
OTU7371,3,3.87,3,4,NS
OTU5152,39,32.61,28,38.525,Generalists
OTU13965,2,2.94,2,3,NS
OTU13862,6,7.34,6,8,NS
OTU35038,2,1.98,2,2,NS
OTU80804,8,7.32,6,8,NS
OTU32635,2,3.83,3,4,Specialists
OTU5856,26,25.61,20.475,30,NS
OTU12383,8,8.11,6,9,NS
OTU18772,5,5.59,4,6,NS
OTU5737,9,8.17,7,9,NS
OTU30247,3,2.9,2,3,NS
OTU13116,37,59.71,53,67,Specialists
OTU6043,35,108.74,98.425,119,Specialists
OTU6904,6,9.66,7,11,Specialists
OTU19667,2,1.96,1,2,NS
OTU41579,3,3.77,3,4,NS
OTU1677,7,9.07,7,10,NS
OTU6481,3,12.64,10,15,Specialists
OTU26336,2,1.99,2,2,NS
OTU61352,13,33.31,28.475,39,Specialists
OTU92134,2,1.96,1,2,NS
OTU71811,33,54.96,46.475,63.05,Specialists
OTU8358,3,4.76,4,5,Specialists
OTU13478,13,12.06,9.475,14,NS
OTU3779,28,97.34,87.475,109,Specialists
OTU20682,12,11.95,10,14,NS
OTU13830,2,1.98,2,2,NS
OTU14812,3,4.71,3,5,NS
OTU97681,3,2.91,2,3,NS
OTU7992,13,12.69,10,15,NS
OTU2859,25,35.77,30,40.525,Specialists
OTU28386,11,9.69,7.475,11,NS
OTU14091,2,2,2,2,NS
OTU14084,6,5.64,4.475,6,NS
OTU7544,8,8.76,6.475,10,NS
OTU1569,45,54.14,48,62,Specialists
OTU39921,2,1.97,1.475,2,NS
OTU2765,49,43.41,36.475,48.525,Generalists
OTU3672,14,39.98,33.95,45.525,Specialists
OTU8378,10,11.16,9,13,NS
OTU6780,5,7.37,6,8,Specialists
OTU9304,2,9.04,7,10,Specialists
OTU4214,10,22.01,18.475,26,Specialists
OTU3697,6,22.99,19.475,27.525,Specialists
OTU52247,2,1.98,2,2,NS
OTU71809,52,105.07,93.425,117.525,Specialists
OTU1943,34,43.36,37.475,49,Specialists
OTU956,24,57.99,51,65.525,Specialists
OTU3743,14,22.03,18.475,25,Specialists
OTU1626,33,33.52,29,38,NS
OTU8031,1,6.45,5,7,Specialists
OTU54564,3,2.87,2,3,NS
OTU41259,6,6.4,5,7,NS
OTU32478,2,1.96,1,2,NS
OTU15288,6,6.45,5,7,NS
OTU9748,2,2.94,2,3,NS
OTU8136,12,20.91,17,24.525,Specialists
OTU4201,44,77.29,68.475,85,Specialists
OTU87654,2,5.67,5,6,Specialists
OTU2139,32,53.46,45.475,61.05,Specialists
OTU5627,8,13.59,11,16,Specialists
OTU58727,3,2.94,2,3,NS
OTU807,38,83.57,74,94,Specialists
OTU5119,2,5.57,4,6,Specialists
OTU98468,5,16.67,14,19.525,Specialists
OTU21734,2,1.99,2,2,NS
OTU7472,3,7.32,6,8,Specialists
OTU7592,14,14.21,12,17,NS
OTU44026,3,2.95,2,3,NS
OTU33789,5,4.72,3.475,5,NS
OTU15968,2,1.97,1.475,2,NS
OTU15916,3,2.93,2,3,NS
OTU56926,3,2.9,2,3,NS
OTU69968,12,11.97,10,14,NS
OTU67562,5,4.8,4,5,NS
OTU2542,20,42,36.475,48,Specialists
OTU8001,12,11.97,10,14,NS
OTU3301,15,25.3,21,29,Specialists
OTU513,128,115.22,106,125.525,Generalists
OTU9795,19,25.94,21.475,31,Specialists
OTU53358,2,1.96,1,2,NS
OTU83405,2,7.99,6,9,Specialists
OTU18009,3,3.92,3,4,NS
OTU2836,2,29.94,25,35.525,Specialists
OTU5004,5,7.22,5.475,8,Specialists
OTU5631,9,8.09,6.475,9,NS
OTU2024,54,63.3,55,70,Specialists
OTU15679,3,2.93,2,3,NS
OTU6203,3,2.94,2,3,NS
OTU12003,2,3.9,3,4,Specialists
OTU9164,17,20.95,16.475,24,NS
OTU4598,30,35.44,31,41.525,Specialists
OTU96201,1,1.97,1.475,2,Specialists
OTU7634,18,18.09,15,21.525,NS
OTU13451,11,10.54,8,12,NS
OTU24073,2,2.86,2,3,NS
OTU8133,8,7.28,6,8,NS
OTU58002,2,1.99,2,2,NS
OTU5123,5,11.2,9,13,Specialists
OTU4122,46,40.67,33,47,NS
OTU34158,3,5.68,5,6,Specialists
OTU1948,14,43.3,38,49.525,Specialists
OTU6153,19,22.64,19.475,26,Specialists
OTU8870,7,6.45,5,7,NS
OTU9566,2,2.96,2,3,NS
OTU8884,14,12.8,10.475,15,NS
OTU13400,3,2.88,2,3,NS
OTU22482,5,4.74,3.475,5,NS
OTU35375,2,1.95,1,2,NS
OTU4494,7,14.22,11.475,16.525,Specialists
OTU3836,32,34.84,30,39,NS
OTU66637,2,1.96,1,2,NS
OTU2764,27,33.92,27.95,40,Specialists
OTU16816,1,5.6,4,6,Specialists
OTU2150,90,65.71,59,73,Generalists
OTU6212,8,10.44,8,12,NS
OTU21088,3,2.91,2,3,NS
OTU18093,2,1.97,1.475,2,NS
OTU36722,2,1.97,1.475,2,NS
OTU39361,2,1.97,1.475,2,NS
OTU37941,4,4.82,4,5,NS
OTU2068,40,63.5,55.95,70.525,Specialists
OTU10135,20,16.62,14,19,Generalists
OTU40829,16,22.53,19,25.525,Specialists
OTU4317,50,61.16,55,69,Specialists
OTU15471,2,2.91,2,3,NS
OTU8096,3,8.15,7,9,Specialists
OTU3565,31,26.39,22.475,30.525,Generalists
OTU22412,5,5.72,4.475,6,NS
OTU1448,47,76.77,68,83.525,Specialists
OTU15302,5,5.61,4.475,6,NS
OTU47240,9,24.6,21,28.525,Specialists
OTU22141,16,14.62,12,17,NS
OTU3124,28,40.26,33.475,48,Specialists
OTU11930,3,4.65,4,5,Specialists
OTU20260,4,4.71,3.475,5,NS
OTU79767,6,5.61,4,6,NS
OTU6002,19,34.04,29,40,Specialists
OTU6660,21,20.72,16.475,24,NS
OTU18332,6,7.23,6,8,NS
OTU27433,7,9.71,7.475,11,Specialists
OTU20469,18,30.13,26,34,Specialists
OTU9389,3,2.96,2,3,NS
OTU3522,8,13.75,10.95,16,Specialists
OTU52016,1,1.96,1,2,NS
OTU7536,5,7.32,5.475,8,Specialists
OTU18565,2,1.98,2,2,NS
OTU55472,4,3.85,3,4,NS
OTU60949,6,6.48,5,7,NS
OTU53680,5,4.7,3.475,5,NS
OTU32038,3,3.84,3,4,NS
OTU3225,61,77.96,70.475,86,Specialists
OTU87761,2,4.79,4,5,Specialists
OTU39002,2,2,2,2,NS
OTU20351,5,4.71,4,5,NS
OTU48782,4,3.87,3,4,NS
OTU19252,18,25.1,22,28.525,Specialists
OTU8265,7,9.58,7,11,NS
OTU60871,23,105.17,95.475,116,Specialists
OTU6135,19,33.93,29,38,Specialists
OTU16360,3,3.81,3,4,NS
OTU25388,9,23.38,20,27,Specialists
OTU12785,14,14.91,11,18,NS
OTU16985,2,1.97,1.475,2,NS
OTU64662,1,1.99,2,2,Specialists
OTU52131,2,1.97,1.475,2,NS
OTU37262,3,2.92,2,3,NS
OTU85565,2,1.96,1,2,NS
OTU2938,32,32.4,28,37,NS
OTU40873,2,2.91,2,3,NS
OTU13549,7,7.3,6,8,NS
OTU93645,2,1.96,1,2,NS
OTU8135,1,2.94,2,3,Specialists
OTU1780,5,34.25,30,39,Specialists
OTU40567,8,37.45,33,43,Specialists
OTU56250,9,8.05,6.475,9,NS
OTU12468,5,4.7,4,5,NS
OTU19646,6,5.65,5,6,NS
OTU12369,5,5.6,4,6,NS
OTU67605,3,2.93,2,3,NS
OTU35358,2,1.95,1,2,NS
OTU8636,4,3.87,3,4,NS
OTU64294,5,4.82,4,5,NS
OTU46261,4,5.62,5,6,Specialists
OTU58107,12,13.3,11,15.525,NS
OTU19383,2,1.99,2,2,NS
OTU13339,6,7.22,5,8,NS
OTU7724,9,8.97,7,10,NS
OTU10791,7,7.26,6,8,NS
OTU13732,3,12.76,10,15,Specialists
OTU8319,5,8.94,7,10,Specialists
OTU16957,7,6.42,5,7,NS
OTU7607,26,31.97,27,36.525,Specialists
OTU21388,3,2.9,2,3,NS
OTU47648,3,2.91,2,3,NS
OTU38136,5,6.53,5,7,NS
OTU7362,13,17.29,13.475,21,Specialists
OTU9834,9,9.55,8,11,NS
OTU8123,10,9.56,8,11,NS
OTU6004,42,65.69,58.475,73.05,Specialists
OTU13344,5,4.69,4,5,NS
OTU27091,3,3.84,3,4,NS
OTU12811,2,2.94,2,3,NS
OTU26801,8,7.21,5.475,8,NS
OTU27542,2,2.91,2,3,NS
OTU4618,6,7.24,5,8,NS
OTU73348,24,32.03,27.475,37,Specialists
OTU33721,4,3.89,3,4,NS
OTU3880,31,40.92,35,47,Specialists
OTU48740,2,1.99,2,2,NS
OTU33702,3,4.63,3,5,NS
OTU7152,6,7.27,6,8,NS
OTU32707,2,2.94,2,3,NS
OTU40956,2,1.97,1.475,2,NS
OTU8549,9,12.06,9.475,14,Specialists
OTU16049,10,8.94,7,10,NS
OTU20549,14,18.92,16,22,Specialists
OTU8863,21,32.33,28,37.525,Specialists
OTU11328,41,36.35,30.475,42,NS
OTU67469,2,9.68,8,11,Specialists
OTU35531,5,5.63,5,6,NS
OTU42517,5,4.88,4,5,NS
OTU13635,8,7.28,6,8,NS
OTU8130,3,2.9,2,3,NS
OTU13746,15,14.45,11.475,17,NS
OTU68182,14,20.96,17,25,Specialists
OTU922,66,111.03,100.95,121.05,Specialists
OTU82643,11,14.07,12,16,Specialists
OTU70999,3,2.89,2,3,NS
OTU5207,10,14.74,12,17,Specialists
OTU10235,8,9.01,7,10,NS
OTU15076,6,17.44,14,20,Specialists
OTU17964,2,1.98,2,2,NS
OTU21262,3,2.91,2,3,NS
OTU57970,2,1.94,1,2,NS
OTU3909,41,40.32,34.95,45.525,NS
OTU5663,17,38,32,45,Specialists
OTU68886,21,21.75,18.475,26.05,NS
OTU2629,21,64.1,56.95,73,Specialists
OTU44137,8,8.8,7,10,NS
OTU21857,3,3.79,3,4,NS
OTU43534,4,3.8,3,4,NS
OTU15339,4,3.85,3,4,NS
OTU825,67,72.43,65,80,NS
OTU6639,33,36.83,31,42.525,NS
OTU2788,42,44.97,39,52.525,NS
OTU17375,8,17.03,14,19,Specialists
OTU28197,7,7.44,6,8,NS
OTU5256,8,45.15,40,50.525,Specialists
OTU1877,8,35.95,29.95,40.525,Specialists
