OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU44727,4,3.87,3,4,NS
OTU8431,3,4.82,4,5,Specialists
OTU62670,7,19.53,16,23,Specialists
OTU21909,5,4.75,3.475,5,NS
OTU78978,6,5.61,5,6,NS
OTU5786,41,31.26,28,36,Generalists
OTU10723,80,59.18,53.475,68,Generalists
OTU27863,2,1.98,2,2,NS
OTU77472,2,1.98,2,2,NS
OTU22234,2,1.98,2,2,NS
OTU18241,6,6.54,5,7,NS
OTU16075,3,3.85,3,4,NS
OTU2369,25,38.07,33,44,Specialists
OTU85390,4,4.71,4,5,NS
OTU11498,20,22.85,19,26.525,NS
OTU1466,14,40.35,34.475,45,Specialists
OTU3285,39,36.59,31.475,42,NS
OTU9652,8,9.69,8,11,NS
OTU11476,4,3.86,3,4,NS
OTU96242,1,1.99,2,2,Specialists
OTU32964,2,2,2,2,NS
OTU26765,2,1.98,2,2,NS
OTU27694,5,4.67,3,5,NS
OTU16019,9,8.16,7,9,NS
OTU22654,3,2.92,2,3,NS
OTU9295,8,7.35,6,8,NS
OTU11713,8,8.93,7,10,NS
OTU3790,11,28.09,23.475,32.525,Specialists
OTU4684,10,16.02,12.475,19,Specialists
OTU17489,3,2.89,2,3,NS
OTU51768,2,1.96,1,2,NS
OTU38198,4,4.73,4,5,NS
OTU15737,17,14.72,11.475,17,NS
OTU2265,44,44.92,39,51.525,NS
OTU4738,68,53.59,46,60,Generalists
OTU9811,20,17.29,14.475,20.525,NS
OTU27297,2,3.8,3,4,Specialists
OTU16608,10,16.1,14,19,Specialists
OTU38476,65,48.56,42.475,56.05,Generalists
OTU1883,6,47.54,39.475,54.525,Specialists
OTU17196,3,2.95,2,3,NS
OTU16142,4,3.79,3,4,NS
OTU8269,7,9.15,7.475,10,Specialists
OTU44213,2,1.98,2,2,NS
OTU7830,6,6.52,5,7,NS
OTU22195,2,1.99,2,2,NS
OTU22842,2,2.94,2,3,NS
OTU63312,3,2.9,2,3,NS
OTU63439,32,30.63,26,34,NS
OTU15995,6,7.46,6,8,NS
OTU23642,16,14.33,11,17,NS
OTU6048,15,20.61,17,24,Specialists
OTU15036,4,4.75,4,5,NS
OTU55838,17,17.65,14,21,NS
OTU77388,3,2.91,2,3,NS
OTU39902,2,2.91,2,3,NS
OTU11358,25,27.45,23,32,NS
OTU72173,1,2.96,2,3,Specialists
OTU17581,2,2,2,2,NS
OTU10136,16,15.47,13,18,NS
OTU7185,14,16.33,14,18,NS
OTU5125,7,11.23,9,13,Specialists
OTU50501,5,4.74,4,5,NS
OTU25625,1,1.98,2,2,Specialists
OTU22702,22,19.09,16,22.525,NS
OTU27259,7,7.33,6,8,NS
OTU31718,2,1.97,1.475,2,NS
OTU92726,3,2.97,2.475,3,NS
OTU7023,14,14.79,11.475,17,NS
OTU3689,34,34.72,29,40,NS
OTU2163,55,78.22,69.475,88.525,Specialists
OTU33649,21,26.99,23,31,Specialists
OTU3999,13,17.37,14.475,20,Specialists
OTU43463,19,17.76,14,21,NS
OTU98401,2,1.98,2,2,NS
OTU2176,27,67.88,60,75.525,Specialists
OTU14718,3,2.94,2,3,NS
OTU20598,4,3.83,3,4,NS
OTU78664,55,38.9,34,44,Generalists
OTU31715,10,9.73,8,11,NS
OTU4611,15,19.79,16.475,23,Specialists
OTU21429,6,5.58,4,6,NS
OTU5238,8,7.38,5.475,8,NS
OTU14157,2,1.98,2,2,NS
OTU50834,5,5.68,4.475,6,NS
OTU22727,5,7.32,6,8,Specialists
OTU19377,6,8.09,6.475,9,Specialists
OTU84198,4,3.77,3,4,NS
OTU13969,10,15.59,12.475,18,Specialists
OTU7157,7,10.4,8,12,Specialists
OTU64914,4,3.82,3,4,NS
OTU34538,2,2,2,2,NS
OTU32481,2,1.97,1.475,2,NS
OTU13544,3,2.89,2,3,NS
OTU99818,2,2,2,2,NS
OTU18206,2,1.98,2,2,NS
OTU20171,13,13.47,11,16,NS
OTU2174,47,41.1,34.475,47,NS
OTU22397,2,1.97,1.475,2,NS
OTU8230,3,11.08,9,13,Specialists
OTU12711,7,7.22,5.475,8,NS
OTU2882,66,85.82,77,95.525,Specialists
OTU87363,3,2.91,2,3,NS
OTU49841,7,8.92,7,10,NS
OTU12678,3,4.7,4,5,Specialists
OTU53087,3,2.9,2,3,NS
OTU39412,2,1.97,1.475,2,NS
OTU21676,2,1.99,2,2,NS
OTU1950,60,52.86,45.95,58.525,Generalists
OTU47765,3,3.78,3,4,NS
OTU6321,39,37.74,30.475,43,NS
OTU9440,3,2.92,2,3,NS
OTU50133,4,3.85,3,4,NS
OTU21990,2,1.97,1.475,2,NS
OTU86239,7,11.17,9,13,Specialists
OTU41987,2,1.96,1,2,NS
OTU36532,5,6.46,5,7,NS
OTU9252,11,19.47,15.475,23,Specialists
OTU21503,6,7.4,6,8,NS
OTU9598,10,13.58,11,16,Specialists
OTU6233,10,11.22,9,13,NS
OTU30492,4,3.83,3,4,NS
OTU10305,7,7.36,6,8,NS
OTU6951,22,21.15,18,24,NS
OTU23121,5,7.37,6,8,Specialists
OTU8720,4,16.55,13.475,20,Specialists
OTU40789,2,1.98,2,2,NS
OTU30878,2,2,2,2,NS
OTU10799,4,4.75,4,5,NS
OTU52318,2,1.98,2,2,NS
OTU15664,2,1.97,1.475,2,NS
OTU47586,7,7.35,5.475,8,NS
OTU39651,9,9.02,7,10,NS
OTU2205,5,35.05,30,40,Specialists
OTU49369,2,2.93,2,3,NS
OTU4908,4,45.93,39,53,Specialists
OTU56537,3,2.89,2,3,NS
OTU6092,20,27.23,23,32,Specialists
OTU55982,2,1.99,2,2,NS
OTU1021,6,62.86,55,71,Specialists
OTU3899,34,37.8,33,43,NS
OTU4595,14,22.67,19,26,Specialists
OTU13450,5,13.43,11,15,Specialists
OTU22058,3,2.95,2,3,NS
OTU29317,10,13.99,11,16,Specialists
OTU11490,15,19.34,16,23,Specialists
OTU3248,13,14.15,11,17,NS
OTU3128,40,43.9,36.475,50.525,NS
OTU26988,5,4.84,4,5,NS
OTU3376,55,44.57,39,53,Generalists
OTU27583,2,1.94,1,2,NS
OTU35005,3,2.9,2,3,NS
OTU13689,14,18,15,21,Specialists
OTU17019,4,3.77,2.475,4,NS
OTU15665,4,5.53,4,6,NS
OTU43203,4,3.84,3,4,NS
OTU1682,12,44.17,37.475,51,Specialists
OTU10762,3,4.81,4,5,Specialists
OTU8827,60,46.5,40.475,53,Generalists
OTU12950,5,4.74,3.475,5,NS
OTU54977,4,5.52,4,6,NS
OTU17421,2,1.94,1,2,NS
OTU76019,11,14.3,12,16.525,Specialists
OTU33159,3,3.79,3,4,NS
OTU12240,4,5.66,4,6,NS
OTU69612,11,12.73,10,15,NS
OTU17865,33,49.47,43,56.525,Specialists
OTU41726,3,2.92,2,3,NS
OTU33356,2,1.99,2,2,NS
OTU21818,2,1.97,1.475,2,NS
OTU94196,2,2,2,2,NS
OTU14869,4,4.75,4,5,NS
OTU363,18,128.87,118.475,142.575,Specialists
OTU3053,18,17.44,14.475,20,NS
OTU15452,8,8.19,6,9,NS
OTU30253,23,41.97,35.475,48.525,Specialists
OTU88477,4,3.83,3,4,NS
OTU7705,40,59.64,52,67,Specialists
OTU17451,2,3.86,3,4,Specialists
OTU11666,8,24.74,20.475,29,Specialists
OTU25304,2,1.97,1.475,2,NS
OTU49495,4,3.89,3,4,NS
OTU45550,7,6.44,5,7,NS
OTU559,62,92.15,82,100.525,Specialists
OTU16795,16,15.94,12.475,19,NS
OTU1040,63,90.18,79,101.575,Specialists
OTU16348,2,1.96,1,2,NS
OTU87711,15,27.46,23,31.525,Specialists
OTU26794,2,1.98,2,2,NS
OTU3751,14,25.51,21.475,29.525,Specialists
OTU46628,9,12.78,10,15,Specialists
OTU21024,6,6.4,5,7,NS
OTU20959,5,5.64,4,6,NS
OTU20790,2,1.97,1.475,2,NS
OTU5115,27,28.4,23,32.525,NS
OTU10625,22,24.93,20,29,NS
OTU33408,21,31.25,27,36,Specialists
OTU26440,2,2,2,2,NS
OTU35473,2,1.98,2,2,NS
OTU13447,6,5.67,4,6,NS
OTU1092,102,139.25,127,152.525,Specialists
OTU29564,3,2.92,2,3,NS
OTU34255,6,5.63,5,6,NS
OTU19532,4,3.94,3,4,NS
OTU9030,13,11.19,9,13,NS
OTU4861,17,25.89,21.475,29.525,Specialists
OTU11295,10,8.95,7,10,NS
OTU8131,15,12.87,11,15,NS
OTU46039,2,1.98,2,2,NS
OTU10784,11,14.8,11.475,18,Specialists
OTU9021,6,5.65,4,6,NS
OTU46647,2,1.97,1.475,2,NS
OTU97851,2,1.98,2,2,NS
OTU34086,4,3.9,3,4,NS
OTU11923,9,11.28,9,13,NS
OTU860,54,78.88,69,87.525,Specialists
OTU31031,3,2.95,2,3,NS
OTU30458,7,6.46,5,7,NS
OTU35469,7,11.89,9,14,Specialists
OTU84037,2,2.95,2,3,NS
OTU19114,5,4.77,3.475,5,NS
OTU17222,3,2.93,2,3,NS
OTU87949,2,1.99,2,2,NS
OTU16543,3,2.93,2,3,NS
OTU2075,4,31.08,24.475,36,Specialists
OTU565,87,131.74,120,145.525,Specialists
OTU13946,5,5.65,4,6,NS
OTU12514,6,5.65,4,6,NS
OTU2400,65,66.29,60,74,NS
OTU5020,73,55.09,47.475,62,Generalists
OTU8665,12,10.42,8,12,NS
OTU57490,2,2,2,2,NS
OTU10142,4,3.85,3,4,NS
OTU19946,7,6.5,5,7,NS
OTU86856,2,1.95,1,2,NS
OTU62179,2,1.96,1,2,NS
OTU26569,2,1.97,1.475,2,NS
OTU28169,3,2.93,2,3,NS
OTU52348,8,9.8,8,11,NS
OTU19094,4,4.77,4,5,NS
OTU22484,2,1.96,1,2,NS
OTU2806,31,41.71,36,48.05,Specialists
OTU2977,13,23.37,19,27,Specialists
OTU21008,7,6.46,5,7,NS
OTU23355,3,2.93,2,3,NS
OTU11084,8,10.47,9,12,Specialists
OTU46638,3,2.93,2,3,NS
OTU41922,6,5.53,4,6,NS
OTU25260,3,2.88,2,3,NS
OTU91224,2,1.98,2,2,NS
OTU12763,5,5.62,5,6,NS
OTU16258,3,4.75,4,5,Specialists
OTU7953,13,11.84,10,14,NS
OTU33926,3,2.93,2,3,NS
OTU39163,5,10.46,9,12,Specialists
OTU17815,6,5.67,4.475,6,NS
OTU24412,22,18.82,15,22,NS
OTU12082,32,60,50.475,68,Specialists
OTU88037,2,1.98,2,2,NS
OTU14070,10,16.51,13.475,19,Specialists
OTU20540,60,55.45,47.475,63.525,NS
OTU59267,5,5.6,4.475,6,NS
OTU57282,3,2.92,2,3,NS
OTU93235,2,1.99,2,2,NS
OTU2855,32,29.92,25,34.525,NS
OTU85417,5,8.22,6.475,9,Specialists
OTU66941,17,29.97,24.95,35.525,Specialists
OTU30812,2,1.98,2,2,NS
OTU10777,14,14,11.475,16,NS
OTU33284,4,3.86,3,4,NS
OTU34434,1,1.98,2,2,Specialists
OTU3454,65,90.58,80.475,99,Specialists
OTU9852,4,4.8,4,5,NS
OTU47846,4,3.76,2.475,4,NS
OTU2655,20,29.54,24.475,34.05,Specialists
OTU34191,2,2,2,2,NS
OTU85310,3,3.82,3,4,NS
OTU34359,4,3.88,3,4,NS
OTU26751,4,4.73,4,5,NS
OTU4992,22,34.4,30,39.525,Specialists
OTU26423,2,1.97,1.475,2,NS
OTU10099,11,15.53,12.475,18,Specialists
OTU11819,32,35.83,31,41.525,NS
OTU27942,4,3.8,3,4,NS
OTU13320,13,15.55,13,18,NS
OTU18328,8,7.28,6,8,NS
OTU21151,2,3.84,3,4,Specialists
OTU67298,3,2.87,2,3,NS
OTU10231,14,12.59,10.475,14.525,NS
OTU31119,2,1.96,1,2,NS
OTU46358,5,4.79,4,5,NS
OTU22777,10,8.92,7,10,NS
OTU5277,1,4.76,4,5,Specialists
OTU26133,3,2.94,2,3,NS
OTU19743,4,3.86,3,4,NS
OTU12159,14,21.56,17.475,25,Specialists
OTU23460,5,21.42,18,25,Specialists
OTU6993,16,20.41,17,24,Specialists
OTU17573,4,4.81,4,5,NS
OTU88957,42,76.95,68,86.525,Specialists
OTU24690,5,4.78,3.475,5,NS
OTU6306,7,11.24,9,13,Specialists
OTU5012,13,23.16,20,27,Specialists
OTU56732,2,1.98,2,2,NS
OTU32594,2,1.98,2,2,NS
OTU23991,7,7.98,6,9,NS
OTU5723,13,61.9,52,69,Specialists
OTU35154,3,3.84,3,4,NS
OTU18376,2,2.93,2,3,NS
OTU17437,15,19.61,16,23.525,Specialists
OTU10782,11,11.84,9,14,NS
OTU19199,7,6.38,5,7,NS
OTU6085,13,13.46,11,16,NS
OTU13290,3,6.54,5,7,Specialists
OTU11014,12,11.23,9,13,NS
OTU4381,39,69,61,76.525,Specialists
OTU10722,5,5.66,4,6,NS
OTU15573,2,1.97,1.475,2,NS
OTU43031,3,2.9,2,3,NS
OTU3499,30,28.91,25,34,NS
OTU10428,8,7.46,6,8,NS
OTU98554,13,14.12,11.475,16,NS
OTU83884,13,42.57,37,48,Specialists
OTU34581,2,1.98,2,2,NS
OTU4555,11,17.25,14,20,Specialists
OTU3862,12,16.55,13,19,Specialists
OTU10321,8,9.73,8,11,NS
OTU21520,4,4.67,4,5,NS
OTU4987,67,57.92,51.475,66,Generalists
OTU37155,2,1.96,1,2,NS
OTU11058,2,1.97,1.475,2,NS
OTU21490,1,3.86,3,4,Specialists
OTU17053,2,1.98,2,2,NS
OTU50743,13,11.11,8,13,NS
OTU24474,7,8.2,6,9,NS
OTU28546,3,2.93,2,3,NS
OTU1881,24,42.12,36,48,Specialists
OTU13986,5,4.74,3.475,5,NS
OTU99289,7,7.28,6,8,NS
OTU25843,3,3.81,3,4,NS
OTU16935,8,7.37,6,8,NS
OTU7922,11,12.55,10,14,NS
OTU25567,5,4.75,4,5,NS
OTU28934,4,4.76,3.475,5,NS
OTU3099,5,31.87,27.475,37,Specialists
OTU63721,4,3.87,3,4,NS
OTU1004,44,69.36,63,76.525,Specialists
OTU35855,2,2.92,2,3,NS
OTU26592,2,1.97,1.475,2,NS
OTU2031,46,41.07,34,45.525,Generalists
OTU44869,3,2.87,2,3,NS
OTU16734,4,3.88,3,4,NS
OTU98497,34,200.51,186.475,214,Specialists
OTU10813,1,2,2,2,Specialists
OTU20893,5,5.56,4,6,NS
OTU27521,7,7.19,6,8,NS
OTU33323,4,3.83,3,4,NS
OTU8214,12,16.91,14,20,Specialists
OTU27071,3,2.97,2.475,3,NS
OTU95735,2,1.98,2,2,NS
OTU15743,4,4.81,4,5,NS
OTU5448,5,17.74,14.475,21.525,Specialists
OTU98905,4,3.89,3,4,NS
OTU1720,4,32.48,28,36.525,Specialists
OTU2229,29,31.9,26.475,38.05,NS
OTU10866,15,14.04,11,16,NS
OTU892,32,70.62,63.475,79.525,Specialists
OTU3866,37,33.81,28,38.525,NS
OTU45191,2,1.99,2,2,NS
OTU20374,8,7.22,6,8,NS
OTU17781,2,1.96,1,2,NS
OTU2534,71,50.02,44.475,56,Generalists
OTU7055,12,13.61,11,16,NS
OTU1835,26,82.63,73,92,Specialists
OTU2245,4,39.53,33,46,Specialists
OTU100260,24,25.19,21.475,29,NS
OTU27559,5,4.73,3.475,5,NS
OTU74895,5,4.63,3,5,NS
OTU35848,3,5.62,4,6,Specialists
OTU17446,2,1.96,1,2,NS
OTU483,32,62.3,54.475,70,Specialists
OTU61625,3,2.96,2.475,3,NS
OTU31156,2,2.9,2,3,NS
OTU5352,41,34.43,29,39,Generalists
OTU38011,2,1.98,2,2,NS
OTU357,69,238.95,228,254.575,Specialists
OTU4799,38,33.46,28,38.525,NS
OTU16139,2,1.97,1.475,2,NS
OTU15363,7,33.94,29,41.05,Specialists
OTU10804,6,6.5,5,7,NS
OTU897,118,89.53,80,99.525,Generalists
OTU30781,4,6.42,5,7,Specialists
OTU16087,3,2.96,2,3,NS
OTU11483,5,4.67,3.475,5,NS
OTU36325,10,8.8,7,10,NS
OTU24772,3,2.93,2,3,NS
OTU4539,17,37.55,32,42,Specialists
OTU16451,4,5.72,5,6,Specialists
OTU6773,3,2.95,2,3,NS
OTU5514,17,14.73,11.475,17,NS
OTU14569,2,2.89,2,3,NS
OTU33001,4,3.84,3,4,NS
OTU37872,16,22.33,19,26,Specialists
OTU13980,3,14.82,12,17,Specialists
OTU7081,3,2.93,2,3,NS
OTU12741,5,5.69,4.475,6,NS
OTU29263,7,7.52,6,8,NS
OTU49968,6,5.55,4,6,NS
OTU10591,9,8.9,7,10,NS
OTU4281,18,42.68,37,48.525,Specialists
OTU29205,2,1.99,2,2,NS
OTU57472,5,6.39,5,7,NS
OTU22291,7,6.42,5,7,NS
OTU60954,17,15.01,13,18,NS
OTU58593,2,1.99,2,2,NS
OTU26707,4,5.69,5,6,Specialists
OTU21051,6,5.57,4.475,6,NS
OTU31795,3,3.9,3,4,NS
OTU16975,6,6.55,5,7,NS
OTU17767,6,8.04,7,9,Specialists
OTU26584,2,2.93,2,3,NS
OTU28477,8,8.06,6.475,9,NS
OTU34797,17,25.66,21,30,Specialists
OTU80239,19,30.89,26.475,36.525,Specialists
OTU97650,4,3.77,3,4,NS
OTU44652,2,2,2,2,NS
OTU894,56,98.8,88.475,111.05,Specialists
OTU60834,20,32.33,27.475,36,Specialists
OTU28508,8,7.3,6,8,NS
OTU38893,5,4.74,3,5,NS
OTU13374,3,3.84,3,4,NS
OTU5199,11,24.23,18.95,29,Specialists
OTU13848,5,4.76,3,5,NS
OTU3613,18,17.25,13.475,20,NS
OTU4331,17,25.47,22,29,Specialists
OTU8127,4,8.84,7,10,Specialists
OTU20942,8,7.46,6,8,NS
OTU10844,11,31.74,26.475,37,Specialists
OTU17603,3,2.96,2,3,NS
OTU16850,8,8.78,7,10,NS
OTU8817,45,51.69,44,58,NS
OTU7990,7,6.38,5,7,NS
OTU1337,5,42.77,37,48.525,Specialists
OTU23961,11,15.71,12.475,18,Specialists
OTU46475,8,9.66,8,11,NS
OTU97390,8,8.23,6.475,9,NS
OTU4026,33,67.97,60.475,76.525,Specialists
OTU6527,61,52.6,46,59.525,Generalists
OTU33729,2,1.98,2,2,NS
OTU2143,80,54.08,45.95,60,Generalists
OTU9135,3,3.81,3,4,NS
OTU21374,3,2.93,2,3,NS
OTU7776,4,10.59,8,12,Specialists
OTU4105,27,37.8,32,44,Specialists
OTU30102,10,16.34,14,19,Specialists
OTU37689,13,33.11,28,38,Specialists
OTU16705,2,2.92,2,3,NS
OTU50442,4,4.71,3,5,NS
OTU8267,15,15.09,12.475,17,NS
OTU18143,3,2.92,2,3,NS
OTU42083,5,6.47,5,7,NS
OTU75841,2,1.96,1,2,NS
OTU20094,3,2.88,2,3,NS
OTU12340,30,27.43,22.475,31.525,NS
OTU33370,7,7.28,6,8,NS
OTU35130,3,2.91,2,3,NS
OTU26949,2,1.98,2,2,NS
OTU79029,12,10.42,9,12,NS
OTU5066,37,33.48,27.475,39,NS
OTU94860,11,11.19,9,13,NS
OTU604,112,126.49,113,141.05,Specialists
OTU1571,16,52.53,46.475,60.05,Specialists
OTU6702,21,18.18,15,21,NS
OTU22116,2,1.99,2,2,NS
OTU13405,6,5.63,4,6,NS
OTU2427,14,28.9,24,33,Specialists
OTU47807,4,3.87,3,4,NS
OTU52732,5,4.74,4,5,NS
OTU3036,16,17.81,14.475,21,NS
OTU14223,3,2.94,2,3,NS
OTU18474,18,22.61,19,26.525,Specialists
OTU6966,17,16.37,13.475,19,NS
OTU27374,15,15.41,12.475,18,NS
OTU4287,91,70.22,62,79,Generalists
OTU24894,2,1.99,2,2,NS
OTU5140,28,25.61,21.475,29,NS
OTU1070,51,57.94,51,66.525,NS
OTU22029,3,2.93,2,3,NS
OTU36666,3,2.89,2,3,NS
OTU10800,32,29.48,25,33.525,NS
OTU21065,5,4.72,4,5,NS
OTU2473,28,46.95,41,53,Specialists
OTU94147,9,12.07,9.475,14,Specialists
OTU5304,19,21,17,25,NS
OTU4133,15,17.98,15,21.525,NS
OTU11722,20,17.47,14,20,NS
OTU14224,4,8.79,7,10,Specialists
OTU39889,30,43.34,38,49,Specialists
OTU14244,8,7.26,6,8,NS
OTU1267,45,98.11,89.475,107.525,Specialists
OTU23197,3,7.3,6,8,Specialists
OTU26784,1,3.78,3,4,Specialists
OTU5220,14,11.7,9,14,NS
OTU5111,63,88.74,81,97.525,Specialists
OTU9087,8,7.27,6,8,NS
OTU49082,1,1.96,1,2,NS
OTU13967,4,4.76,4,5,NS
OTU6521,13,22.54,19,26.525,Specialists
OTU28589,9,42.23,36.475,48.525,Specialists
OTU12264,5,5.58,4,6,NS
OTU6370,10,12.61,10,15,NS
OTU23469,2,1.97,1.475,2,NS
OTU1670,34,57.79,50,65.525,Specialists
OTU40401,12,13.45,11,15.525,NS
OTU1049,46,55.48,49.475,63,Specialists
OTU8271,17,19.15,15,22,NS
OTU46357,27,23.79,20,27.525,NS
OTU9612,18,16.72,14,19,NS
OTU20095,3,3.86,3,4,NS
OTU39775,2,1.98,2,2,NS
OTU30138,4,3.85,3,4,NS
OTU4351,53,40.37,35,46.525,Generalists
OTU30463,4,3.89,3,4,NS
OTU3732,10,14.22,11.475,17,Specialists
OTU71293,5,5.71,4.475,6,NS
OTU8609,7,10.61,8.475,12,Specialists
OTU11290,12,12.66,10,14,NS
OTU8660,42,34.28,28.475,39,Generalists
OTU5309,20,19.64,15.475,23,NS
OTU6866,6,7.3,6,8,NS
OTU16205,2,1.99,2,2,NS
OTU67251,6,5.66,4,6,NS
OTU21817,2,1.98,2,2,NS
OTU26381,13,12.91,10,15,NS
OTU16853,2,1.96,1,2,NS
OTU5218,8,10.47,9,12,Specialists
OTU14830,6,6.53,5,7,NS
OTU21917,6,5.53,4,6,NS
OTU1582,47,78.88,67.475,88.525,Specialists
OTU14964,4,3.77,3,4,NS
OTU92870,39,96.26,87.475,104.525,Specialists
OTU58830,3,2.94,2,3,NS
OTU12575,6,8.2,6,9,NS
OTU32482,3,2.92,2,3,NS
OTU9531,3,2.94,2,3,NS
OTU45052,3,4.66,3,5,NS
OTU11313,6,8.05,6.475,9,Specialists
OTU20501,2,1.98,2,2,NS
OTU31510,2,1.95,1,2,NS
OTU66684,2,1.98,2,2,NS
OTU9610,8,9.74,8,11,NS
OTU9336,4,5.68,4,6,NS
OTU9600,17,20.35,17,24.525,NS
OTU26779,3,2.91,2,3,NS
OTU30042,4,4.75,4,5,NS
OTU22554,26,22.24,18.475,26,NS
OTU38293,4,3.81,3,4,NS
OTU25126,8,8.16,6,9,NS
OTU8339,3,2.93,2,3,NS
OTU69028,5,18.69,16,22,Specialists
OTU40179,1,1.98,2,2,Specialists
OTU56858,10,8.84,7,10,NS
OTU4487,16,21.9,18,26,Specialists
OTU18383,6,6.49,5,7,NS
OTU14734,2,1.96,1,2,NS
OTU51184,2,1.96,1,2,NS
OTU3579,23,27.68,22.475,33,NS
OTU10453,1,1.97,1.475,2,Specialists
OTU11489,17,19.87,15.475,23,NS
OTU33404,2,1.99,2,2,NS
OTU11511,2,3.82,3,4,Specialists
OTU10004,5,5.59,4,6,NS
OTU82312,2,1.95,1,2,NS
OTU20982,4,3.85,3,4,NS
OTU6929,6,8.12,6,9,NS
OTU3068,30,37.47,33,43,Specialists
OTU29868,2,1.99,2,2,NS
OTU46977,9,8.16,6,9,NS
OTU14155,2,2.9,2,3,NS
OTU7488,4,3.8,3,4,NS
OTU1736,49,63.08,55,70.525,Specialists
OTU61397,15,14.67,12,17,NS
OTU17435,3,3.87,3,4,NS
OTU4162,33,32.47,28,38,NS
OTU53746,2,1.94,1,2,NS
OTU69384,9,8.86,7,10,NS
OTU45443,6,6.38,5,7,NS
OTU10803,2,2.91,2,3,NS
OTU57616,5,4.78,4,5,NS
OTU44421,7,7.29,6,8,NS
OTU11241,5,4.77,4,5,NS
OTU57089,3,2.93,2,3,NS
OTU19656,4,3.87,3,4,NS
OTU7684,4,3.76,3,4,NS
OTU3907,13,13.48,11,15.525,NS
OTU15092,3,2.97,2.475,3,NS
OTU30882,7,9.73,8,11,Specialists
OTU37254,2,1.96,1,2,NS
OTU12151,2,1.97,1.475,2,NS
OTU25022,2,1.98,2,2,NS
OTU19939,8,14.91,12,17.525,Specialists
OTU11478,5,4.81,4,5,NS
OTU7156,29,34.91,30,38.525,Specialists
OTU6662,12,12.02,9.475,14,NS
OTU24893,22,22.17,19,25,NS
OTU778,21,99.08,88.475,109.525,Specialists
OTU9316,9,11.23,9,13,NS
OTU21291,4,3.83,3,4,NS
OTU84803,6,6.35,5,7,NS
OTU14633,9,8.69,7,10,NS
OTU7524,1,4.68,3,5,Specialists
OTU27028,2,2.94,2,3,NS
OTU17199,9,8.16,6,9,NS
OTU29051,2,1.97,1.475,2,NS
OTU39475,4,3.92,3,4,NS
OTU10956,1,1.98,2,2,Specialists
OTU24184,3,2.98,3,3,NS
OTU7516,10,14.98,11.475,17,Specialists
OTU45026,17,17.42,14,20.525,NS
OTU14329,6,7.35,6,8,NS
OTU22448,3,2.92,2,3,NS
OTU1725,21,36.21,32,41,Specialists
OTU15417,3,4.67,4,5,Specialists
OTU36550,4,4.69,4,5,NS
OTU20971,2,2.95,2,3,NS
OTU6237,26,28.07,24,33,NS
OTU43322,12,10.45,9,12,NS
OTU2408,22,28.56,24,33.525,Specialists
OTU23871,4,5.63,4,6,NS
OTU3987,53,39.81,32.475,45,Generalists
OTU24393,2,1.98,2,2,NS
OTU4858,15,23.64,20,27.525,Specialists
OTU19538,2,2.91,2,3,NS
OTU57254,1,1.98,2,2,Specialists
OTU1577,37,42.4,37,48,NS
OTU21378,2,1.99,2,2,NS
OTU9219,8,8.78,7,10,NS
OTU14455,2,1.98,2,2,NS
OTU15987,2,1.98,2,2,NS
OTU12043,6,7.27,6,8,NS
OTU44127,2,1.97,1.475,2,NS
OTU21679,5,4.77,4,5,NS
OTU4515,11,12.04,9.475,14,NS
OTU50297,3,2.91,2,3,NS
OTU22880,3,2.87,2,3,NS
OTU17317,4,3.88,3,4,NS
OTU15423,21,19.07,15.475,23,NS
OTU15986,17,18.39,15,22,NS
OTU30152,7,7.2,6,8,NS
OTU9664,23,18.64,15.475,22,Generalists
OTU50538,35,45.07,39,53,Specialists
OTU471,37,60.7,53,67.525,Specialists
OTU4775,30,27.58,23,32,NS
OTU11931,11,9.53,7.475,11,NS
OTU74718,3,2.9,2,3,NS
OTU10287,17,15.79,12,18.525,NS
OTU5128,19,25.57,20.475,30,Specialists
OTU36588,6,6.45,5,7,NS
OTU59092,27,30.14,26,35.525,NS
OTU23400,2,1.96,1,2,NS
OTU26693,5,4.76,4,5,NS
OTU11652,8,8.84,7,10,NS
OTU8406,16,14.1,11,17,NS
OTU47740,5,4.75,4,5,NS
OTU22673,9,10.48,8.475,12,NS
OTU7996,2,15.3,13,18,Specialists
OTU11002,16,23.16,20,27,Specialists
OTU16877,3,3.81,3,4,NS
OTU7578,6,5.53,4,6,NS
OTU15300,41,61.64,54.475,69.525,Specialists
OTU4470,18,20.98,18,25,NS
OTU11477,6,6.52,5,7,NS
OTU12523,2,1.98,2,2,NS
OTU6500,27,30.57,26,35,NS
OTU31744,3,2.91,2,3,NS
OTU2005,26,32.96,27.475,38.525,Specialists
OTU13790,3,3.85,3,4,NS
OTU12377,4,4.67,4,5,NS
OTU16372,10,11.21,9,13,NS
OTU38978,3,3.87,3,4,NS
OTU40991,20,21.75,18,25,NS
OTU66923,20,16.21,12.475,19,Generalists
OTU9329,8,12.49,10,15,Specialists
OTU98904,18,55.59,47.475,63,Specialists
OTU6462,16,14.69,12,17,NS
OTU59727,25,34.33,29,40.05,Specialists
OTU10552,24,19.46,16,23,Generalists
OTU47275,10,10.51,9,12,NS
OTU47296,4,3.93,3,4,NS
OTU3815,14,22.93,19,26.525,Specialists
OTU56128,2,1.96,1,2,NS
