"","Domain","Phylum","Class","Order","Family","Genus","Species","sign"
"OTU552","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1792","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU10","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU926","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU2462","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU9487","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU4672","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU94","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis","Generalists"
"OTU708","Fungi","Basidiomycota","Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","uncl_Agaricomycetes","Generalists"
"OTU649","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU7127","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","uncl_Trichoderma","Generalists"
"OTU2559","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","uncl_Talaromyces","Generalists"
"OTU4938","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","uncl_Curvularia","Generalists"
"OTU1170","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","uncl_Veronaea","Generalists"
"OTU301","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","uncl_Xylaria","Generalists"
"OTU679","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU4421","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU256","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","uncl_Aureobasidium","Generalists"
"OTU11846","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU280","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis","Generalists"
"OTU123","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae","Generalists"
"OTU10124","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU437","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU5088","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU263","Fungi","Ascomycota","Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","Generalists"
"OTU1252","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Podoscypha","uncl_Podoscypha","Generalists"
"OTU8314","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","uncl_Talaromyces","Generalists"
"OTU1485","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","uncl_Ophiocordycipitaceae","uncl_Ophiocordycipitaceae","Generalists"
"OTU11063","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU6115","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","uncl_Diaporthaceae","uncl_Diaporthaceae","Generalists"
"OTU40","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","uncl_Crinipellis","Generalists"
"OTU876","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU9657","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU2222","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium_lamellicola","Generalists"
"OTU15","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU673","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU182","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Codinaea","uncl_Codinaea","Generalists"
"OTU2641","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU2125","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU73","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU1642","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","uncl_Penicillium","Generalists"
"OTU2285","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_jadinii","Generalists"
"OTU2642","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","uncl_Talaromyces","Generalists"
"OTU1815","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU2794","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","uncl_Trichoderma","Generalists"
"OTU287","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU2467","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU7766","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU10931","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU13030","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU1809","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","uncl_Pestalotiopsidaceae","uncl_Pestalotiopsidaceae","Generalists"
"OTU14","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Ijuhya","uncl_Ijuhya","Generalists"
"OTU176","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","uncl_Talaromyces","Generalists"
"OTU12045","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU520","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU9","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","uncl_Hypocreaceae","uncl_Hypocreaceae","Generalists"
"OTU1383","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU143","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU7840","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU12189","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3359","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","Generalists"
"OTU5399","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU11860","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","uncl_Curvularia","Generalists"
"OTU115","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU127","Fungi","Ascomycota","Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","Generalists"
"OTU13039","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU10922","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora_bicolor","Generalists"
"OTU11279","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","uncl_Magnaporthaceae","uncl_Magnaporthaceae","Generalists"
"OTU51","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","uncl_Didymosphaeriaceae","uncl_Didymosphaeriaceae","Generalists"
"OTU12561","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU22","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","uncl_Mollisia","Generalists"
"OTU129","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU5042","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU632","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU6299","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU4689","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","uncl_Diatrypaceae","uncl_Diatrypaceae","Generalists"
"OTU2410","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU10199","Fungi","Ascomycota","Sordariomycetes","Diaporthales","uncl_Diaporthales","uncl_Diaporthales","uncl_Diaporthales","Generalists"
"OTU3071","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU117","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3004","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","uncl_Phaeococcomyces","Generalists"
"OTU3180","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2543","Fungi","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","Generalists"
"OTU192","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU5893","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_schulzeri","Generalists"
"OTU7554","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU4","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia","Generalists"
"OTU7274","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU339","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU4123","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","uncl_Cladosporiaceae","uncl_Cladosporiaceae","Generalists"
"OTU3450","Fungi","Ascomycota","Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","Generalists"
"OTU2635","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU28","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","uncl_Diatrypaceae","uncl_Diatrypaceae","Generalists"
"OTU281","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU11980","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU12225","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU27","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU188","Fungi","Ascomycota","Sordariomycetes","Diaporthales","uncl_Diaporthales","uncl_Diaporthales","uncl_Diaporthales","Generalists"
"OTU2782","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","Generalists"
"OTU29","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","uncl_Xylariaceae","uncl_Xylariaceae","Generalists"
"OTU841","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU5998","Fungi","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","Generalists"
"OTU8872","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU638","Fungi","Basidiomycota","Agaricomycetes","Polyporales","uncl_Polyporales","uncl_Polyporales","uncl_Polyporales","Generalists"
"OTU565","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","uncl_Diaporthaceae","uncl_Diaporthaceae","Generalists"
"OTU303","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU8516","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU4005","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","uncl_Botryosphaeriaceae","uncl_Botryosphaeriaceae","Generalists"
"OTU62","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU4107","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU12247","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU5652","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU1231","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","Generalists"
"OTU756","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU106","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","uncl_Marasmiaceae","uncl_Marasmiaceae","Generalists"
"OTU10535","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","uncl_Marasmiaceae","uncl_Marasmiaceae","Generalists"
"OTU10013","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU5613","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea","Generalists"
"OTU17","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","uncl_Didymosphaeriaceae","uncl_Didymosphaeriaceae","Generalists"
"OTU2498","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","uncl_Filobasidium","Generalists"
"OTU10381","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU199","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","Generalists"
"OTU7056","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2556","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2656","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU1621","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU3827","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU1282","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU329","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","Generalists"
"OTU777","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1204","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2134","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","uncl_Kamienskia","Generalists"
"OTU3097","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU340","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_inaequalis","Generalists"
"OTU1823","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU180","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU4588","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU5074","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
