"","SRR13800962","SRR13800927","SRR13800916","SRR13800973","SRR13801586","SRR13801575","SRR13801170","SRR13801159","SRR13801370","SRR13801359","SRR13801423","SRR13801412","SRR13801346","SRR13801345","SRR13801344","SRR13801347","SRR13801342","SRR13801341","SRR13801340","SRR13801339","SRR13801338","SRR13801337","SRR13801336","SRR13801307","SRR13801306","SRR13801305","SRR13801308","SRR13801304","SRR13801302","SRR13801301","SRR13801299","SRR13801298","SRR13801297","SRR13801296","SRR13801294","SRR13801293","SRR13801292","SRR13801295","SRR13801291","SRR13801290","SRR13801288","SRR13801287","SRR13801286","SRR13801285","SRR13801284","SRR13801283","SRR13801118","SRR13801116","SRR13801119","SRR13801114","SRR13801113","SRR13801112","SRR13801111","SRR13801110","SRR13801109","SRR13801108","SRR13801107","SRR13800971","SRR13800970","SRR13800969","SRR13800972","SRR13800968","SRR13800967","SRR13800966","SRR13800965","SRR13800964","SRR13800963","SRR13800961","SRR13800960","SRR13801565","SRR13801564","SRR13801563","SRR13801566","SRR13801561","SRR13801559","SRR13801558","SRR13801556","SRR13801555"
"OTU5652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8941327792619e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0.00019776525264511,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1231",0.000197745699031046,0,0.00168117088607595,0.00702274975272008,0,0,0,0.00593354430379747,0,0,0,0.000296677215189873,0.00098872849515523,0,0.0120636804113517,0.00197882655585238,0,0.00227430040541877,0.00563742458708337,0.00959635931935101,0.00801266198437036,0.00336200929496687,0.0073165908641487,0,0,0,0,0,0,0,0,0,0,0,0.00257120253164557,0,0.000197784810126582,0.00464748343716009,0,0,0.000889767671774592,0.00098872849515523,9.88630746416214e-05,0.0175993672137631,0,0.00158196559224837,0,0,0,0,0,0,0,0,0,0,0,0.000296677215189873,0.0019782393669634,0.00158212202116088,0.00949930734217297,0.000296677215189873,9.8872849515523e-05,0.00118706103472154,0.00266956693691912,0,0,9.88630746416214e-05,0,0.141430125605776,0.00227407553885703,0,0.00405458860759494,0.000692178384257886,0.00949367088607595,0,0,0
"OTU756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039564787339268,0,0,0.000197784810126582,0.00098872849515523,0.000692452270254229,0,0.000395491398062092,0.000593413114429829,0.000197726149283243,0.000197726149283243,0,0,0,0,0,0,0,0,0
"OTU106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168117088607595,0.000791061010580441,0.00089003164556962,0,9.88630746416214e-05,0.000692109946608661,9.88630746416214e-05,0.00108760134467075,0.000197726149283243,0,0.000692246835443038,0.00108760134467075,0.000494413131612776,0,0,0.000790904597132971,0,0.000692109946608661,0,0.000890207715133531,0,0,0.000593237097093138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089003164556962,0.00128547414219322,0,0.000791139240506329,0.000791139240506329,0.000197726149283243
"OTU10535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0.000494559841740851,9.88826263225551e-05,0,0,0,0.000296765258680384,9.8872849515523e-05,0.000494364247577615,0.000395608742953219,0.000197726149283243,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
"OTU10013",0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0,0.000395765311170476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0.00177953534354918,0,0,0,0,0,0,0.000197784810126582,0,0
"OTU5613",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000989021857383048,0.00138435676851577,0.00326506381715643,0,0.00731731434786908,0.00375828305805558,0,0.000494608764467306,0.00168100464748344,0,9.89021857383048e-05,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593237097093138,0.000692178384257886,0,0,0,0,0,0,0,0,0,0,0,0,0.000296647878967665,0,0,0,0,0,0,0,0,0.000296589223924864,0.00128572841459796,0,0,0,0,0,0,0,0
"OTU17",0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89511181476351e-05,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0
"OTU169",0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0.000197843505786923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0.00019776525264511,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0
"OTU2498",0,0,0,0,0.000593295757935331,0.000197784810126582,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306536141599921,0,0,0.000395452298566485,0,0,0,9.89119683481701e-05,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0
"OTU10381",0,9.88826263225551e-05,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU199",0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019782393669634,0,0,0,0,0,0.000296618548546569,9.8872849515523e-05,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0
"OTU7056",0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395569620253165,0,9.88826263225551e-05,0,0.000197784810126582,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791061010580441,9.8941327792619e-05,9.88924050632911e-05,9.89217528934613e-05,0.000197843505786923,0.000296706557214914,0,0.000395491398062092,0.000791295746785361,0.000395687011573845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494462025316456,0,0,0
"OTU2656",9.8872849515523e-05,0,9.88924050632911e-05,0.00138476755687438,0,0,0,0.000197784810126582,0,0,0,0.000296677215189873,0.000593237097093138,0,0.00019776525264511,0.00128623726130405,0,0,0.00900009890218574,9.89315393747527e-05,0.0017805915520823,0.000494413131612776,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0.000692246835443038,0,0.000197784810126582,0.0101849105112232,0,0,0,9.8872849515523e-05,0,0.00840419220881946,0,0.000296618548546569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494413131612776,0.00019790223629527,0,0.000197745699031046,0,0.000296618548546569,0,9.89021857383048e-05,0.000197726149283243,0,0.00019780437147661,9.8872849515523e-05,0,0,0,0.00286787974683544,0,0,0
"OTU1621",0,0,9.88924050632911e-05,0.000494559841740851,0,0,0,0.000395569620253165,0,0,0,0.000593354430379747,0.000395491398062092,0,0.0104815583901908,0.000593647966755714,0,0,0.0117693601028583,0.00504550850811239,0.00326441784548422,0.00019776525264511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0.000197726149283243,0,9.88630746416214e-05,0.00622898951947795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692383778437191,0.00019776525264511,0,0,0.000197745699031046,0,0,9.8872849515523e-05,0,9.88630746416214e-05,0,0,9.8872849515523e-05,0,0,0.000296647878967665,0,0,0.000296677215189873,0
"OTU3827",9.8872849515523e-05,0,0.000692246835443038,0.00227497527200791,0,0,0,0.00276898734177215,0,0,0,0.000197784810126582,0.000692109946608661,0,0,0.00108835460571881,0,0,0,0.00435298773248912,0.00207735681076269,0.00168100464748344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959161475328785,0,0,0,0.000494364247577615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118659151587066,0,9.88924050632911e-05,0.000395491398062092,0,0.000395491398062092,0,9.89021857383048e-05,0.000197726149283243,0,0,0,0,0,9.88826263225551e-05,0,0,0,0
"OTU1282",0,0,0,0.00108803165182987,0,0,0,0,0.00158196559224837,0,0,0,0,0.00237365245771932,0.00444971818451498,0,0,0.000494413131612776,0,0,0.000989217528934613,0,0,0,0,0,0,0,0,0.000692315300168134,0.00029673590504451,0.000296618548546569,0.00118694362017804,0,0.00247231012658228,0,0.000494462025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0.000890207715133531,0.00019776525264511,0.000692657827033445,0,0.000296618548546569,0,0.000593237097093138,0.000197745699031046,0.00019780437147661,0,0,0.000494510928691524,0,0,0,0.000395530505290221,0,0,9.88924050632911e-05,0
"OTU329",0.00286731263595017,0.0143379808167705,0.000197784810126582,9.89119683481701e-05,0.0057351923267082,0.044501582278481,0.000197726149283243,0.0561708860759494,0.0818667193988531,0.139707336365434,0.00098872849515523,0.0256131329113924,0,9.89021857383048e-05,0.000395530505290221,0.00138517858909667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000988924050632911,0.00405418767922476,0.0140427215189873,0.00385642242657965,0.00425111220958972,0.000593237097093138,0.00810677212061295,0.00365829543207435,0.000296589223924864,0.00108760134467075,0.000593354430379747,0.000889855645639707,0.000296647878967665,0.000296677215189873,0.0168067226890756,0.00148294611962432,0.167062079873468,0.000494364247577615,0.0142433234421365,0.0294757665677547,0.0500346089192129,0.0193790785050425,0.000395491398062092,0,9.89119683481701e-05,0,0.000494755590738175,0,0.000790982796124184,0,9.8872849515523e-05,0.000296618548546569,0,0,0,0.00158243497181288,0,0.000197784810126582,0.000494462025316456,9.88826263225551e-05,0.0133504746835443,0.000197784810126582,0.000395569620253165,0
"OTU777",0,0,0,0,0,0.000296677215189873,0,0,0.000296618548546569,0,0,0.000296677215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0.00029673590504451,0,0.000395569620253165,0.00168100464748344,0.0157238924050633,0.000494413131612776,0,0.0199723156021357,0,0.0290686177575638,0.00108749382105783,0.00148309274273285,0.00316455696202532,0.00138421989321732,0,0,0,0,0,0,0,0,0,0.000395491398062092,0,0,0,0.000889943636902996,0.00079160894518108,0.00573575949367089,0,0.00732020971411613,0.00326280403401226,9.8872849515523e-05,0,0,0.000593178447849728,0,0,0,0,0.00652625333728864,0,0,0,0
"OTU1204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692315300168134,0.000395530505290221,0.000395765311170476,0,0.000296765258680384,0,0.00019780437147661,9.89119683481701e-05,0,9.89119683481701e-05,0.00118706103472154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2134",0.0038560411311054,0.000889943636902996,0.00089003164556962,0.0300692383778437,0,0.0100870253164557,0,9.88924050632911e-05,0.00266956693691912,0.00098872849515523,0,0.00494462025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395530505290221,0.000296677215189873,0.00168100464748344,0,0.00158196559224837,0.000889767671774592,0,0,0,0.000296677215189873,0.000593237097093138,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,9.88924050632911e-05,0.000791295746785361,0.000692178384257886,9.89511181476351e-05,0.000296677215189873,0.000395491398062092,0,0.000593237097093138,0,0,0.000197726149283243,0.000197726149283243,0.00514291365839185,0.00118647419418628,0.00454905063291139,9.88924050632911e-05,0.00128547414219322,0.0118670886075949,0,0.00197784810126582,0.000197726149283243
"OTU3097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593295757935331,0,0,9.89217528934613e-05,0,0,9.89119683481701e-05,0.000494364247577615,0.00019782393669634,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,9.89511181476351e-05,0,0,9.89217528934613e-05,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0
"OTU1823",0,0.00019776525264511,9.88924050632911e-05,0.00494559841740851,0.00118659151587066,0,9.88630746416214e-05,0,0,0,0,0,0,0.00336267431510236,0,0,0.00207674050632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0,0,0.000494462025316456,0,0
"OTU180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,9.88924050632911e-05,0,0,0,0,0,0,0,9.88924050632911e-05,0,0.000494413131612776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0
"OTU4588",0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89511181476351e-05,9.88924050632911e-05,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0
"OTU5074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89511181476351e-05,9.88924050632911e-05,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU140",0,0,0,0,0,0.000296677215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,9.8872849515523e-05,0.000593178447849728,0,0,0,0,0,0,0,0.00148294611962432,0,0,0,0.00029673590504451,0,0.00019776525264511,0,0,0,0,0,9.89511181476351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3915",0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,9.8872849515523e-05,0,0,9.88630746416214e-05,9.88630746416214e-05,0,0,0,9.88924050632911e-05,0,0.000197784810126582,9.88924050632911e-05,0,0
"OTU2629",0,0,0,0,0.00177988727380599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089003164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,9.88826263225551e-05,0,0,0,0,9.8872849515523e-05,0,0,9.88630746416214e-05,0,0,0,0,0,0.000593295757935331,0,0,0.00089003164556962,0
"OTU1722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
"OTU9733",0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0.0127558587956096,0,0,0,0.000989021857383048,0.000494657696873763,0.000890295776041151,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108770888954811,0,0,0,9.8872849515523e-05,0,0.000494364247577615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692383778437191,0.00187876990012855,9.89511181476351e-05,0,0.000790982796124184,0,0.000593237097093138,0,0.00019780437147661,0,0,0.00019780437147661,9.8872849515523e-05,0,0,0.000494413131612776,0,0,0,0
"OTU8690",0,0,0,0,0,0.000296677215189873,0,0,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0.000197843505786923,0,0,0.000197784810126582,0,0,9.8872849515523e-05,9.88630746416214e-05,9.8872849515523e-05,0,0,0,0,0,0,0,9.88630746416214e-05,0.00029655990510083,0,0,0,0,0,0,0,0,0,0,0,0.000197745699031046,0.000197843505786923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU7646",0,0,0,0,9.88826263225551e-05,0,0,0.00267009493670886,0,0,0,0.000494462025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0.000197784810126582,0,0,0,0,0.000197745699031046,0,0.000197745699031046,0,0,0,0,0,0,0.000988533017002768,0,0,0.00276953511374876,9.88826263225551e-05,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0.000296677215189873,0,0,0
"OTU1794",9.8872849515523e-05,0,0.000296677215189873,0.000692383778437191,0,0,0,0.00197784810126582,0,0,0,0.000296677215189873,9.8872849515523e-05,0,0,0,0,0,0,9.89315393747527e-05,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276871353703154,0,0,0,0.000197745699031046,0,0.00672335376705557,0,0.00098872849515523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000889943636902996,0.00148426677221453,0,0,0.000197843505786923,0.000296618548546569,0,0,0,0,0.0180001978043715,0,0,0.000791139240506329,9.88826263225551e-05,0,0,0,0
"OTU9928",0,0,0,9.89119683481701e-05,0,0,0,0,0.000395491398062092,0,0,0,0,0.00019780437147661,0.00019776525264511,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296706557214914,0,0,0,0,0,0,0,0
"OTU8229",0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,9.88924050632911e-05,0,0,9.8872849515523e-05,0,0,0,9.8872849515523e-05,9.88924050632911e-05,0,0,0,0,0,0,0,0,0.00118694362017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU12949",0,0,0,0.00019782393669634,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296853354442905,0.000296677215189873,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0
"OTU4438",0,0,0,9.89119683481701e-05,0.000593295757935331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296677215189873,0,0,9.89511181476351e-05,0.000197784810126582,0,0,0,0,0,0,0.000197726149283243,0,0,0,0,0,0,0,0,0
"OTU8753",0,0,0.000197784810126582,9.89119683481701e-05,0,0,0,0,0,0,0,0.000197784810126582,0.000197745699031046,0,0.00622960545832097,0,0,0,0.00296706557214914,0.00108824693312228,0.000989217528934613,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019776525264511,0,0,0,0,0,0.00138421989321732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029673590504451,9.88826263225551e-05,0,0,0.000197745699031046,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2949",0,0,0.000296677215189873,0.00276953511374876,0.000296647878967665,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0,0.00019790223629527,9.88924050632911e-05,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0
"OTU2611",0.00454815107771406,0,0,0,0,0.00148338607594937,0,0.000296677215189873,0.000395491398062092,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415348101265823,0,0.000296677215189873,0,0,0,0.000197726149283243,0,0,0.00098872849515523,0,0,0,0,0,0,0.000988533017002768,0.000395491398062092,0,0,0,0.000197745699031046,0,0,0,0,9.89511181476351e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0
"OTU9345",0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0.000988826263225551,0.000197882655585238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791139240506329,0.000296647878967665,0,0,9.88630746416214e-05,9.8872849515523e-05,0,0,0,0.000197745699031046,9.88924050632911e-05,0,0,0,0,9.88630746416214e-05,0,9.8872849515523e-05,0,0.00039564787339268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0.00148309274273285,0,0,0,0,0,0,0
"OTU8659",9.8872849515523e-05,0.00019776525264511,0.000692246835443038,0,0,0,0.000593178447849728,0,0,0.00207632983982598,9.8872849515523e-05,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,9.8872849515523e-05,0.00019780437147661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,0.000197745699031046,0,0.00108760134467075,9.88630746416214e-05,0,0.000197784810126582,0,0,0.000395569620253165,0,0.0087988136431043,9.88533017002768e-05,0.00207632983982598,0,0,0.000494413131612776,0.000197745699031046,0.000395491398062092,0,0,0,0.00019790223629527,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,9.88924050632911e-05,0.000494462025316456,0.00019776525264511,0,0,0,0
"OTU2604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,0.00108835460571881,0.000197784810126582,0.000494608764467306,0.00623207043228806,0.000494510928691524,0.00019782393669634,0.000395491398062092,9.89119683481701e-05,0.000296765258680384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494315373208107,0,0,0,0,0,0,0,0,0,0.000197726149283243
"OTU4364",9.8872849515523e-05,0,0,0,0,0,0,0,0.000197745699031046,0,0.0012853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019782393669634,0,0,0,0,9.88826263225551e-05,0,0,0.000197726149283243,0,0,0,0,0,0,0,0,0,0,0,0.00128585558852621,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4064",0,0,0,0,0,0,0,0,0,0.000692109946608661,0,0,0,9.89021857383048e-05,0,0,9.88924050632911e-05,0,9.89021857383048e-05,0,0,9.88826263225551e-05,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593354430379747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0
"OTU12548",0,0,0,0,0,0,0,0,0,0,0,0,0.000197745699031046,0,0,0,0,0,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,9.8872849515523e-05,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0,0
"OTU6325",0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0.000296618548546569,0,0,0.000197726149283243,0,0,0,0,0,0,0,0,0,0
"OTU1238",9.8872849515523e-05,0.000494413131612776,9.88924050632911e-05,0.00029673590504451,0.000889943636902996,0.00168117088607595,0,0.000494462025316456,0,0,0.000692109946608661,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138449367088608,0,0,0.000296647878967665,0,0.00939292070397469,0.000790904597132971,0,0.00158180919426594,0.00949179355349021,0.00118670886075949,0,0.0754474438841096,9.88924050632911e-05,0.000197726149283243,0.000395452298566485,0.000197706603400554,9.8872849515523e-05,9.89119683481701e-05,0.00929772502472799,0.00247206565806388,0,0.006426735218509,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
