"","SRR13800962","SRR13800927","SRR13800916","SRR13800973","SRR13801586","SRR13801575","SRR13801170","SRR13801159","SRR13801370","SRR13801359","SRR13801423","SRR13801412","SRR13801346","SRR13801345","SRR13801344","SRR13801347","SRR13801342","SRR13801341","SRR13801340","SRR13801339","SRR13801338","SRR13801337","SRR13801336","SRR13801307","SRR13801306","SRR13801305","SRR13801308","SRR13801304","SRR13801302","SRR13801301","SRR13801299","SRR13801298","SRR13801297","SRR13801296","SRR13801294","SRR13801293","SRR13801292","SRR13801295","SRR13801291","SRR13801290","SRR13801288","SRR13801287","SRR13801286","SRR13801285","SRR13801284","SRR13801283","SRR13801118","SRR13801116","SRR13801119","SRR13801114","SRR13801113","SRR13801112","SRR13801111","SRR13801110","SRR13801109","SRR13801108","SRR13801107","SRR13800971","SRR13800970","SRR13800969","SRR13800972","SRR13800968","SRR13800967","SRR13800966","SRR13800965","SRR13800964","SRR13800963","SRR13800961","SRR13800960","SRR13801565","SRR13801564","SRR13801563","SRR13801566","SRR13801561","SRR13801559","SRR13801558","SRR13801556","SRR13801555"
"OTU561",0,0,0,0,0,0,0,0,0,0,0,0,0.00405378683013644,0.00435169617248541,0.00306536141599921,0.00306718116157119,0.00267009493670886,0.00207653515277366,0.00326377212936406,0.00227542540561931,0.000296765258680384,0.0019776525264511,0.00168083844176389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761471518987342,0.00375865479723046,0.00731731434786908,0.00583811597071047,0.0033623417721519,0.00266956693691912,0.00425363537441883,0.00444927822819854,0.00672335376705557,0.0062308377015132,0.00662382600098863,0.00662382600098863,0,0,0,0,0,0,0,0,0
"OTU67",0.000593237097093138,0,0,0,0.00346089192128943,9.88924050632911e-05,0,0,0,0,9.8872849515523e-05,0.000197784810126582,0.00820644650978841,0.00919790327366235,0.00593295757935331,0.0130602552686257,0.010878164556962,0.00751507960051419,0.00830778360201761,0.00494657696873763,0.00296765258680384,0.00533966182141798,0.00543800672335377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,0,0,0,0.0190862341772152,0.0140454995054402,0.0216552951646396,0.00979616069661587,0.0145371835443038,0.00524026102432272,0.0163220892274211,0.0116669962428317,0.0191813328060115,0.0150331322322223,0.0152249134948097,0.0114681166584281,0,0,0,0,0,0,0,0,0
"OTU102",0,0,0,0,0,0,0,0,0.000197745699031046,0,0,0,0.00444927822819854,0.00514291365839185,0.00247206565806388,0.00306718116157119,0.00296677215189873,0.00355977454761198,0.00454950054396202,0.00286901464186783,0.000989217528934613,0.00316424404232176,0.00286731263595017,0.00158243497181288,0,0.000395765311170476,0.00514240506329114,0.0769611237511129,0.00366010485705807,0.0150331322322223,0.00138476755687438,0.000494364247577615,0.00029673590504451,0.0017805915520823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010878164556962,0.00484668644906034,0.0109759715218036,0.00692657827033445,0.0100870253164557,0.00365829543207435,0.0074191314670096,0.00563575242238481,0.0119636147913783,0.00583522895855998,0.0105783489866535,0.00514087988136431,0,0,0.00237341772151899,0,0,0,0,0,0
"OTU749",0,0,0,0,0,0,0,0,0,0,0,0,0.000889855645639707,0.000791217485906439,0.000494413131612776,0.000791530622340952,0.00089003164556962,0.000296647878967665,0.00138463060033627,0.000989315393747527,9.89217528934613e-05,0.000494413131612776,0.000395491398062092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0.00207715133531157,0.00276871353703154,0.00148426677221453,0.00168117088607595,0.000197745699031046,0.00168166979918884,0.00187858414079494,0.00306505833498121,0.0020769459005044,0.00158180919426594,0.000395452298566485,0,0,0,0,0,0,0,0,0
"OTU2",0.000197745699031046,9.88826263225551e-05,0.000395569620253165,0.000692383778437191,0.00118659151587066,0.000296677215189873,9.88630746416214e-05,0.000791139240506329,0.000395491398062092,9.8872849515523e-05,9.8872849515523e-05,0.000395569620253165,0.000790982796124184,0,0.000494413131612776,0.000890471950133571,0.000593354430379747,0.000593295757935331,0.000494510928691524,9.89315393747527e-05,9.89217528934613e-05,0.000593295757935331,0.000593237097093138,0.00019780437147661,0.00019776525264511,0,0.000296677215189873,9.89217528934613e-05,0,0.00019780437147661,0,0.000197745699031046,0,0.000593530517360768,0,0,9.88924050632911e-05,0.000692178384257886,9.88630746416214e-05,0.000296618548546569,0,0,0,0,0,0,0,0.000296677215189873,0.000296589223924864,0.00128521997034108,0.00138394622380388,0.000197745699031046,0.00039564787339268,0,0.000395530505290221,0.000395491398062092,0.000395491398062092,0.000197784810126582,0.000791295746785361,0.000296647878967665,0.000296853354442905,0.000296677215189873,0.000790982796124184,0.000197843505786923,0.000494364247577615,9.8872849515523e-05,0.000395608742953219,0.000296589223924864,0.000494315373208107,0.000395608742953219,0.0012853470437018,9.88924050632911e-05,9.88924050632911e-05,9.88826263225551e-05,0.000197784810126582,0,0,0
"OTU877",0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0.000296765258680384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,9.8872849515523e-05,0,0.00039564787339268,0,0,0.00187858414079494,0,0,0,0,0,0,0,0,0,0,0,0,0.00108792404312135,0,0.00514240506329114,0,0,0,0,0,0
"OTU12011",0,0.000692178384257886,0.0021756329113924,0,0.000692178384257886,0,0,0,0,0,0.000790982796124184,0,0.000197745699031046,0,0,9.8941327792619e-05,0.000395569620253165,0.000296647878967665,0,0.000197863078749505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168100464748344,0,9.8872849515523e-05,0,0,0,0,9.88924050632911e-05,0.000395491398062092,0,0,0,0,0,0,0.00178041543026706,0,0,9.8872849515523e-05,0,0.000395569620253165,9.89119683481701e-05,0.000494413131612776,0.00059370670888581,0.000296677215189873,0.00217520268934151,0.000197843505786923,0,0.000889855645639707,0.000494510928691524,0.000197726149283243,0.0013840830449827,0,0,0,0,0,0.000395569620253165,0,0,0
"OTU205",0,0,0,0,0,0,0,0,0,0,0,0,0.00108760134467075,0.00168133715755118,0.00118659151587066,0.00257247452260809,0.00197784810126582,0.00118659151587066,0.00316486994362575,0.000296794618124258,0.000197843505786923,0.000593295757935331,0.00138421989321732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296677215189873,0.0019782393669634,0.00524077919509542,0.00148426677221453,0.00187895569620253,0.0012853470437018,0.00187951330497576,0.00336167688352778,0.00415265967965197,0.00296706557214914,0.00316361838853188,0.00247157686604053,0,0,0,0,0,0,0,0,0
"OTU1529",0,0,0,0.00385756676557863,0.000692178384257886,0,0,0,0.00524026102432272,0,0,0,0,0.00929680545940065,0.0319390883021853,0,0,0.00118659151587066,0,0,0.00247304382233653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435126582278481,0,0.000395569620253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0.00336300692383778,0.000395530505290221,0.000890560063328716,0,0.000296618548546569,0.000890295776041151,0.00296618548546569,9.8872849515523e-05,9.89021857383048e-05,0.000296589223924864,9.88630746416214e-05,0.0210661655622589,0.00217520268934151,0,0,0.00108770888954811,0,0.000692246835443038,0.00257120253164557,0
"OTU423",0,0,0,0,0,0,0,0,0,0,0,0,0.00316393118449674,0.00267035901493423,0.00128547414219322,0.00187988522805976,0.00257120253164557,0.000889943636902996,0.00375828305805558,0.00178076770874555,9.89217528934613e-05,0.000593295757935331,0.00168083844176389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534018987341772,0.00286844708209693,0.00543854444774053,0.00415594696220067,0.00494462025316456,0.00247182123788808,0.00296765258680384,0.00237294838837255,0.00563575242238481,0.00385718524379389,0.00474542758279782,0.00296589223924864,0,0,0,0,0,0,0,0,0
"OTU1509",0,0,0,0,0,0,0,0,0,0,0,0,0.000692109946608661,0.0019780437147661,0.0019776525264511,0.000296823983377857,0.00247231012658228,0.000988826263225551,0.00227475027198101,0.0016818361693708,0.00079137402314769,0.000791061010580441,0.00138421989321732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0.00375865479723046,0.00464748343716009,0.00465070255293885,0.0033623417721519,0.00138421989321732,0.0048471658917796,0.00197745699031046,0.00553687957286929,0.00247255464345762,0.0055363321799308,0.00336134453781513,0,0,0,0,0,0,0,0,0
"OTU689",0,0,0,0,0,0.00187895569620253,0.000197726149283243,0,0,0,0,0,0,0,0.000296647878967665,0.000197882655585238,0.000197784810126582,0,0.00019780437147661,9.89315393747527e-05,0,0,0.000197745699031046,0,0,0,0,0,9.89217528934613e-05,0,0.0118694362017804,0,9.89119683481701e-05,0.00217627856365615,0.0195806962025316,9.88826263225551e-05,0.000988924050632911,0.00108770888954811,9.88630746416214e-05,0.00148309274273285,0.0418190805734058,0.0546766857820842,0,0,0.0199762658227848,9.8872849515523e-05,0.000395530505290221,0,0.000296589223924864,0,9.88533017002768e-05,0,9.89119683481701e-05,0,0,9.8872849515523e-05,9.8872849515523e-05,0.000494462025316456,0.000494559841740851,0.000692178384257886,0.000890560063328716,0.000593354430379747,0.000494364247577615,0.000395687011573845,0.000790982796124184,0.000395491398062092,0.00019780437147661,0.000593178447849728,0.000296589223924864,0,0,0,0,0.00444971818451498,0.000197784810126582,0.000692246835443038,0,0
"OTU50",0,0,0,0,0,0,0,0,0,0,0,0,0.00306505833498121,0.00484620710117694,0.00276871353703154,0.00356188780053428,0.00474683544303797,0.00247206565806388,0.00375828305805558,0.00207756232686981,0.00079137402314769,0.00247206565806388,0.00168083844176389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102848101265823,0.00623145400593472,0.0129536240482547,0.00653077379774391,0.00721914556962025,0.00395491398062092,0.00761697497279652,0.00672335376705557,0.0106782677476765,0.008109979230541,0.00751359367276322,0.00662382600098863,0,0,0,0,0,0,9.88924050632911e-05,0,0
"OTU3018",0,0,0.000494462025316456,0,0,0,0,0,0,0,0,0,0.00346054973304331,0.00543962021560677,0.00336200929496687,0.00356188780053428,0.00415348101265823,0.00336200929496687,0.00494510928691524,0.00178076770874555,0.00138490454050846,0.00227430040541877,0.00217520268934151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0.00207612456747405,0,0,0,0,0,0,0,0,0.00662579113924051,0.00553907022749753,0.00870167111638485,0.00346328913516723,0.00524129746835443,0.00247182123788808,0.00722128796122267,0.00435040537868301,0.00781095511172632,0.00672534863020473,0.0060306475531389,0.00632723677706377,0,0,0,0,0,0,0,0,0
"OTU91",0,0,0,0,0,0,0,0,0,0,0,0,0.00395491398062092,0.00346157650084067,0.00346089192128943,0.002077767883645,0.00375791139240506,0.00237318303174132,0.00474730491543863,0.00217649386624456,0.001285982787615,0.00177988727380599,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682357594936709,0.00454995054401583,0.0068229012162563,0.00445280031664358,0.00504351265822785,0.00217520268934151,0.00702344445543575,0.00405378683013644,0.00662448091754004,0.00464840272970033,0.00533860603064755,0.00514087988136431,0,0,0,0,0,0,0,0,0
"OTU367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296618548546569,0,0,9.8941327792619e-05,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0.000296589223924864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0.00415265967965197,0.000197784810126582,9.88924050632911e-05,0.000494413131612776,0,0,0,0.000395452298566485
"OTU13116",0,0,0,0,0,0,0,0,0,0,0,0,0.000395491398062092,0.00019780437147661,0,0.000197882655585238,9.88924050632911e-05,0.00019776525264511,0,0.000395726157499011,9.89217528934613e-05,0,0.000494364247577615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494462025316456,0.00039564787339268,0.000988826263225551,0.00019790223629527,0.000197784810126582,0.000296618548546569,0.000395687011573845,0.000395491398062092,0.000296618548546569,0.000395608742953219,0.000296589223924864,0.000395452298566485,0,0,0,0,0,0,0,0,0
"OTU7288",0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0.000296647878967665,0,0.000197784810126582,0.00019776525264511,0.000296706557214914,9.89315393747527e-05,9.89217528934613e-05,9.88826263225551e-05,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0.00019776525264511,0,0.000296677215189873,9.8872849515523e-05,9.89217528934613e-05,9.8872849515523e-05,0.000197745699031046,0.000296706557214914,0.000197726149283243,0.000197726149283243,0,0,0,0,0,0,0,0,0
"OTU53",0,0,9.88924050632911e-05,0,0,0,0,0,0.00098872849515523,0,0,0,0.00346054973304331,0.00504401147265355,0.0048452486898052,0.00455130107846047,0.00415348101265823,0.00365865717393454,0.00563742458708337,0.00257222002374357,0.00217627856365615,0.00326312666864432,0.00346054973304331,0.00168133715755118,0,0.0093994261402988,0,0,0.000692452270254229,0.0281871229354169,0.000989119683481701,0.000395491398062092,0,0,0.000197784810126582,9.88826263225551e-05,0.0417325949367089,0.00474636606348265,0,0,0,0.000494364247577615,0,0,0,0,0,0.0415348101265823,0.00355907068709837,9.88630746416214e-05,0.00108738631870304,0,0,0,0,0.0152264188253905,0.00148309274273285,0.0111748417721519,0.00781404549950544,0.010679323642836,0.00643182267959628,0.00830696202531645,0.0038560411311054,0.0100900187951331,0.00494364247577615,0.0104805220486454,0.0082088814162793,0.0113692535837865,0.00721700444883836,0.0328355256651172,0.00286731263595017,0,0,0.000791061010580441,0,0,9.88924050632911e-05,0
"OTU146",0.000593237097093138,0.00019776525264511,0.000197784810126582,0,0.00316424404232176,0,0,0.000395569620253165,9.8872849515523e-05,9.8872849515523e-05,0.019280205655527,0.000197784810126582,0.00207632983982598,0.00276926120067253,0.00177988727380599,0.000593647966755714,0.00138449367088608,0.00128547414219322,0.00286816338641084,0.000791452314998021,0.000692452270254229,0.000593295757935331,0.000692109946608661,9.89021857383048e-05,9.88826263225551e-05,9.8941327792619e-05,0,0,0,0,0,0,0,9.89217528934613e-05,0.0575553797468354,0.00138435676851577,0.0244264240506329,0.00405418767922476,0.00227385071675729,0.0112715048447696,0.000889767671774592,0.00355942258255883,0.00949085516559565,0.0145343088787819,0.0212618670886076,0.000692109946608661,0.190942351428854,0.000593354430379747,0.000296589223924864,0.000494315373208107,0.000691973111901938,0,9.89119683481701e-05,0.0439169139465875,0.00177988727380599,0.000197745699031046,0.0012853470437018,0.00306566455696203,0.00276953511374876,0.00405418767922476,0.00188007124480507,0.0021756329113924,0.00138421989321732,0.00356118310416461,0.00168083844176389,0.0038560411311054,0.0020769459005044,0.00336134453781513,0.00158180919426594,9.89021857383048e-05,0,0.00988924050632911,0,0.00375753980025709,0.00187895569620253,0.0055379746835443,9.88924050632911e-05,0.000889767671774592
"OTU3757",0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0.000296618548546569,0.000494510928691524,0.000791061010580441,0.000395765311170476,0.000395569620253165,9.88826263225551e-05,0.000494510928691524,0.000494657696873763,9.89217528934613e-05,9.88826263225551e-05,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593354430379747,0.000494559841740851,0.00187876990012855,0.00079160894518108,0.000791139240506329,0.000296618548546569,0.000395687011573845,0.00118647419418628,0.00108760134467075,0.000890119671644743,0.0013840830449827,0.000889767671774592,0,0,0,0,0,0,0,0,0
"OTU76",0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0,0,0.000692109946608661,0.00148353278607457,0.000889943636902996,0.00098941327792619,0.000791139240506329,0.000593295757935331,0.00187914152902779,0.000593589236248516,0.000296765258680384,0.00128547414219322,0.000494364247577615,0,0,0,0,0.00079137402314769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296677215189873,0.000692383778437191,0.00266983091070899,0.00148426677221453,0.00178006329113924,0.00098872849515523,0.00187951330497576,0.000889855645639707,0.00177971129127941,0.00267035901493423,0.00187839841819081,0.00118635689569946,0,0,0,0,0,0,0,0,0
"OTU715",0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0.000296706557214914,9.88826263225551e-05,0.000296823983377857,9.88924050632911e-05,0.00019776525264511,0.00019780437147661,0,0,0.00019776525264511,0.000593237097093138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692246835443038,0.00019782393669634,0.000791061010580441,0.000494755590738175,0.000791139240506329,0.000395491398062092,0.000395687011573845,0.000395491398062092,0.000593237097093138,0.00019780437147661,0.000494315373208107,0.000197726149283243,0,0,0,0,0,0,0,0,0
"OTU30",0,0,0,0,0,0,0,0,0,0,0,0,0.00118647419418628,0.00148353278607457,0.00138435676851577,0.00098941327792619,0.00138449367088608,0.000692178384257886,0.00138463060033627,9.89315393747527e-05,0.000296765258680384,0.000593295757935331,0.000790982796124184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365901898734177,0.00247279920870425,0.00405418767922476,0.00178112012665743,0.0033623417721519,0.000593237097093138,0.000890295776041151,0.00187858414079494,0.00355942258255883,0.00217584808624271,0.00118635689569946,0.00128521997034108,0,0,0,0,0,0,0,0,0
"OTU594",0,0,0,0,0,0,0,0,0,0,0,0,0.00098872849515523,0.000593413114429829,0.000692178384257886,0.00098941327792619,0.000692246835443038,0.000791061010580441,0.000989021857383048,0.000989315393747527,0.000593530517360768,9.88826263225551e-05,0.000593237097093138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286787974683544,0.00138476755687438,0.00474636606348265,0.00237482683554324,0.00197784810126582,0.000692109946608661,0.00237412206944307,0.000790982796124184,0.00375716828158988,0.00178023934328949,0.00227385071675729,0.00148294611962432,0,0,0,0,0,0,0,0,0
"OTU631",0,0,0,0,0,0,0,0,0,0,0,0,0.00197745699031046,0.00286816338641084,0.00187876990012855,0.00187988522805976,0.00158227848101266,0.00128547414219322,0.00178023934328949,0.0016818361693708,0.000395687011573845,0.00108770888954811,0.000889855645639707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682357594936709,0.00356083086053412,0.00533966182141798,0.00435384919849594,0.0033623417721519,0.00158196559224837,0.00336333959837768,0.00316393118449674,0.00583349812141586,0.00375828305805558,0.00355907068709837,0.00286702916460702,0,0,0,0,0,0,0,0,0
"OTU830",0,0,0,0,0,0,0,0,0,0,0,0,0.000692109946608661,0.00138463060033627,0.000395530505290221,0.000890471950133571,0.000791139240506329,0.00019776525264511,0.00128572841459796,0.000593589236248516,9.89217528934613e-05,0.000791061010580441,0.000692109946608661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021756329113924,0.00187932739861523,0.00306536141599921,0.000890560063328716,0.00187895569620253,0.00098872849515523,0.00158274804629538,0.00187858414079494,0.00276843978643464,0.0019780437147661,0.00158180919426594,0.00197726149283243,0,0,0,0,0,0,0,0,0
"OTU7602",0,0,0,0,0,0,0,0,0,0,0,0,0.000395491398062092,0.000890119671644743,0.00108770888954811,0.000890471950133571,0.000692246835443038,0.000296647878967665,0.000890119671644743,0.000494657696873763,0.000494608764467306,0.000593295757935331,0.000296618548546569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,9.88630746416214e-05,0,9.88533017002768e-05,0,0,0,0,0.000395491398062092,0,0.00247231012658228,0.00138476755687438,0.00227430040541877,0.00138531565406689,0.00118670886075949,0.000593237097093138,0.000989217528934613,0.00108760134467075,0.00187858414079494,0.00168133715755118,0.00187839841819081,0.00118635689569946,0,0,0,0,0,0,0,0,0
"OTU3",0.123689934743919,0.0534955008405023,0.00237341772151899,0.000791295746785361,0.00978938000593296,0.0323378164556962,0.0170044488383589,0.146360759493671,0.00435040537868301,0.006426735218509,0,0.220431170886076,0.00306505833498121,0.0040549896152705,0.00306536141599921,0.0675769268823588,0.00178006329113924,0.0108770888954811,0.00326377212936406,0.00138504155124654,0.00108813928182807,0.000889943636902996,0.00207632983982598,0,0,9.8941327792619e-05,0,0,0,0.00019780437147661,0,0,0,0,0.00830696202531645,0.000593295757935331,0.203916139240506,0.0117670325323841,0.0374691052891745,0.00563575242238481,0.00128521997034108,0.163337947399644,0.0069204152249135,0.00395491398062092,0.0131526898734177,0.012853470437018,0.000395530505290221,0.0205696202531646,0.113890261987148,0,0.112495057334915,0.0104805220486454,0.00474777448071217,0.441938674579624,0.0418273509344408,0.155230373739371,0.0701997231560214,0.00731803797468354,0.0407517309594461,0.00850390586373974,0.00573916485256283,0.00741693037974684,0.0411311053984576,0.00633099218518152,0.00395491398062092,0.00682222661657109,0.00583522895855998,0.0118635689569946,0.00306475531389026,0.0447037879537138,0.0530947201898359,0.000791139240506329,0.00563686708860759,0.0721843172154652,0.0588409810126582,0.0335245253164557,0.341178797468354,0.0013840830449827
"OTU7361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0.000395687011573845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,9.88826263225551e-05,0,0,0,0,0,0.000197745699031046,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
"OTU8836",0,0,0,0,0,0,0,0,0,0,0,0,0.000889855645639707,0.00138463060033627,0.00108770888954811,0.00187988522805976,0.00158227848101266,0.00118659151587066,0.00187914152902779,0.00108824693312228,0.000593530517360768,0.000395530505290221,0.00108760134467075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247231012658228,0.00178041543026706,0.00217541777909621,0.0016821690085098,0.00178006329113924,0.000790982796124184,0.00187951330497576,0.000889855645639707,0.00286731263595017,0.00247255464345762,0.00257043994068216,0.00306475531389026,0,0,0,0,0,0,0,0,0
"OTU293",0,0,0,0,0,0,0,0,0,0,0,0,0.00474589677674511,0.00484620710117694,0.00257094828438643,0.00385871178391214,0.00247231012658228,0.00217541777909621,0.00365938087231728,0.0016818361693708,0.00079137402314769,0.00118659151587066,0.00197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801028481012658,0.0076162215628091,0.0112726194007713,0.00554126261626756,0.00880142405063291,0.00296618548546569,0.00840834899594421,0.00622898951947795,0.00929404785445917,0.00672534863020473,0.00771131982204647,0.00474542758279782,0,0,0,0,0,0,0,0,0
"OTU5531",0,0,0,0,0,0,0,0,0,0,0,0,0.000395491398062092,0.000593413114429829,0.000791061010580441,0.000593647966755714,0.000494462025316456,0.000494413131612776,0.00108792404312135,0.000395726157499011,0.000989217528934613,0.00118659151587066,9.8872849515523e-05,0.000296706557214914,0,0.000593647966755714,0,0,0,0.00118682622885966,0,0,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0.000494462025316456,0,0,0,0,0,0,0,0,9.8872849515523e-05,0.00138449367088608,0.000989119683481701,0.00128547414219322,0.000890560063328716,0.00158227848101266,0.000692109946608661,0.00197843505786923,0.000593237097093138,0.00158196559224837,0.00178023934328949,0.00158180919426594,0.00148294611962432,0,0,0,0,9.88826263225551e-05,0,0,0,0
"OTU10392",0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0.000889855645639707,0.00148353278607457,0.000988826263225551,0.00168200257247452,0.00138449367088608,0.000791061010580441,0.00118682622885966,0.000593589236248516,0.00079137402314769,0.000692178384257886,0.000494364247577615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033623417721519,0.00227497527200791,0.00306536141599921,0.00267168018998615,0.00178006329113924,0.00098872849515523,0.00247304382233653,0.00197745699031046,0.00266956693691912,0.00217584808624271,0.00296589223924864,0.00197726149283243,0,0,0,0,0,0,0,0,0
"OTU121",0,0,0,0,0,0,0,0,0,0,0,0,0.00168083844176389,0.0019780437147661,0.000494413131612776,0.00128623726130405,0.00158227848101266,0.000988826263225551,0.00118682622885966,0.000989315393747527,0.000395687011573845,0.000889943636902996,0.00158196559224837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296677215189873,0.00187932739861523,0.00296647878967665,0.0019790223629527,0.00247231012658228,0.00148309274273285,0.00207735681076269,0.00168083844176389,0.00336167688352778,0.0020769459005044,0.00346020761245675,0.00217498764211567,0,0,0,0,0,0,0,0,0
"OTU809",0,0,0,0,0,0,0,0,0,0,0,0,0.000889855645639707,0.00128572841459796,0.000889943636902996,0.000890471950133571,0.000791139240506329,0.000889943636902996,0.00128572841459796,0.000890383854372774,9.89217528934613e-05,0.000692178384257886,0.000692109946608661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296677215189873,0.00168150346191889,0.00177988727380599,0.00108846229962399,0.00158227848101266,0.000692109946608661,0.00257196557522999,0.000889855645639707,0.00266956693691912,0.00217584808624271,0.00158180919426594,0.00108749382105783,0,0,0,0,0,0,0,0,0
"OTU7504",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,0,0,9.88826263225551e-05,0.000494510928691524,0,0,0,9.8872849515523e-05,0,0,0,0,0,0.00079137402314769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395569620253165,9.89119683481701e-05,0.000593295757935331,9.89511181476351e-05,0,0.000197745699031046,9.89217528934613e-05,0.000197745699031046,9.8872849515523e-05,9.89021857383048e-05,9.88630746416214e-05,0.000296589223924864,0,0,0,0,0,0,0,0,0
